gene_id,gene_name,chr,start,end,min_rank,min_pop,max_rank,rank_range,is_sd
ENSG00000135723.14,FHOD1,16,67229387,67247481,0.0029653163886682,CHS,0.095559896520775,0.0925945801321067,False
ENSG00000141098.13,GFOD2,16,67674531,67719339,0.0029703495464912,CHB,0.2071677398923255,0.2041973903458342,False
ENSG00000163006.12,CCDC138,2,108786757,108885477,0.0030233915026786,CHB,0.6656106447014097,0.6625872531987311,False
ENSG00000079432.9,CIC,19,42268537,42295797,0.0030267629566694,JPT,0.0271170313986679,0.0240902684419984,False
ENSG00000178467.18,P4HTM,3,48989889,49007153,0.0030280492987675,CDX,0.110705402974017,0.1076773536752495,False
ENSG00000076003.5,MCM6,2,135839626,135876443,0.0030692702545377,CEU,0.8245168122848822,0.8214475420303444,False
ENSG00000122882.11,ECD,10,73130155,73169055,0.0030717085054549,TSI,0.4451599282170378,0.4420882197115829,False
ENSG00000167987.11,VPS37C,11,61130257,61161615,0.0030798640611724,JPT,0.6458829128986197,0.6428030488374472,False
ENSG00000178252.19,WDR6,3,49007062,49015953,0.0030811729706757,CDX,0.0599036884161507,0.0568225154454749,False
ENSG00000072041.18,SLC6A15,12,84859491,84913629,0.0031241726237754,CHS,0.5427003061332207,0.5395761335094452,False
