gene_id	gene_name	start	end	strand
ENSG00000159212.13	CLIC6	34668994	34718227	+
ENSG00000159216.20	RUNX1	34787801	36004667	-
ENSG00000185917.14	SETD4	36034541	36079389	-
ENSG00000159228.13	CBR1	36069941	36073166	+
ENSG00000159231.6	CBR3	36135079	36146562	+
ENSG00000142197.13	DOP1B	36156782	36294274	+
ENSG00000159256.13	MORC3	36320189	36386148	+
ENSG00000159259.8	CHAF1B	36385392	36419015	+
ENSG00000159261.12	CLDN14	36460621	36576569	-
ENSG00000159263.16	SIM2	36699115	36749917	+
ENSG00000159267.17	HLCS	36748626	36990236	-
ENSG00000183145.9	RIPPLY3	37006150	37019662	+
ENSG00000185808.14	PIGP	37062846	37073170	-
ENSG00000182670.14	TTC3	37073226	37203112	+
ENSG00000157538.14	VPS26C	37223420	37267919	-
ENSG00000157540.22	DYRK1A	37365573	37526358	+
ENSG00000157542.11	KCNJ6	37607373	38121345	-
ENSG00000157551.19	KCNJ15	38155549	38307357	+
ENSG00000157554.20	ERG	38380027	38661780	-
ENSG00000157557.13	ETS2	38805183	38824955	+
ENSG00000183527.12	PSMG1	39174769	39183488	-
ENSG00000185658.14	BRWD1	39184176	39321559	-
ENSG00000205581.11	HMGN1	39342315	39349647	-
ENSG00000182093.16	GET1	39377698	39428528	+
ENSG00000285815.1	GET1-SH3BGR	39380332	39515506	+
ENSG00000157578.14	LCA5L	39405728	39445805	-
ENSG00000185437.16	SH3BGR	39445855	39515506	+
ENSG00000183778.19	B3GALT5	39556442	39673137	+
ENSG00000183067.6	IGSF5	39745183	39802081	+
ENSG00000183036.11	PCP4	39867438	39929397	+
ENSG00000171587.15	DSCAM	40010999	40847158	-
ENSG00000182240.16	BACE2	41167801	41282530	+
ENSG00000183844.17	FAM3B	41304212	41357727	+
ENSG00000183486.14	MX2	41361999	41409393	+
ENSG00000157601.15	MX1	41420020	41470071	+
ENSG00000184012.14	TMPRSS2	41464300	41531116	-
ENSG00000183421.12	RIPK4	41739369	41767089	-
ENSG00000141956.14	PRDM15	41798225	41879482	-
ENSG00000157617.17	C2CD2	41885112	41954018	-
ENSG00000173276.14	ZBTB21	41986831	42010387	-
ENSG00000177398.19	UMODL1	42062959	42143453	+
ENSG00000160179.19	ABCG1	42199689	42297244	+
ENSG00000160180.17	TFF3	42311667	42315409	-
ENSG00000160181.9	TFF2	42346357	42350997	-
ENSG00000160182.3	TFF1	42362282	42366535	-
ENSG00000160183.17	TMPRSS3	42371887	42396091	-
ENSG00000160185.15	UBASH3A	42403447	42447684	+
ENSG00000160188.10	RSPH1	42472486	42496246	-
ENSG00000160190.14	SLC37A1	42496008	42581440	+
ENSG00000160191.18	PDE9A	42653621	42775509	+
ENSG00000160193.12	WDR4	42843094	42879568	-
ENSG00000160194.18	NDUFV3	42879644	42913304	+
ENSG00000233056.4	ERVH48-1	42916803	42925630	-
ENSG00000160199.15	PKNOX1	42974510	43033931	+
ENSG00000160200.18	CBS	43053191	43076943	-
ENSG00000160201.12	U2AF1	43092956	43107570	-
ENSG00000160202.7	CRYAA	43169008	43172805	+
ENSG00000142178.9	SIK1	43414483	43427131	-
ENSG00000160207.9	HSF2BP	43529186	43659488	-
ENSG00000234289.6	H2BC12L	43565182	43565648	+
ENSG00000160208.13	RRP1B	43659560	43696079	+
ENSG00000160209.19	PDXK	43719094	43762307	+
ENSG00000160213.10	CSTB	43772511	43776330	-
ENSG00000160214.13	RRP1	43789513	43805293	+
ENSG00000160216.21	AGPAT3	43865223	43987592	+
ENSG00000288593.1	ENSG00000288593	43939919	43959673	+
ENSG00000160218.13	TRAPPC10	44012309	44106552	+
ENSG00000241945.8	PWP2	44107373	44131181	+
ENSG00000160221.18	GATD3	44133610	44210114	+
ENSG00000160223.18	ICOSLG	44215382	44241446	-
ENSG00000142182.9	DNMT3L	44246339	44262216	-
ENSG00000160224.17	AIRE	44285838	44298648	+
ENSG00000141959.17	PFKL	44300051	44327376	+
ENSG00000160226.16	CFAP410	44328944	44339402	-
ENSG00000142185.18	TRPM2	44350163	44443081	+
ENSG00000160233.8	LRRC3	44455510	44462196	+
ENSG00000175894.18	TSPEAR	44497893	44711572	-
ENSG00000215455.4	KRTAP10-1	44538981	44540195	-
ENSG00000205445.3	KRTAP10-2	44550357	44551505	-
ENSG00000212935.2	KRTAP10-3	44557790	44558795	-
ENSG00000215454.7	KRTAP10-4	44573729	44575371	+
ENSG00000241123.1	KRTAP10-5	44579455	44580604	-
ENSG00000188155.11	KRTAP10-6	44591268	44592505	-
ENSG00000272804.3	KRTAP10-7	44600597	44602174	+
ENSG00000187766.1	KRTAP10-8	44612079	44612954	+
ENSG00000221837.7	KRTAP10-9	44627093	44628378	+
ENSG00000221859.2	KRTAP10-10	44637356	44638455	+
ENSG00000243489.4	KRTAP10-11	44646414	44647650	+
ENSG00000212933.1	KRTAP12-4	44654213	44654659	-
ENSG00000205439.10	KRTAP12-3	44657932	44658341	+
ENSG00000221864.4	KRTAP12-2	44666189	44666927	-
ENSG00000187175.5	KRTAP12-1	44681576	44682163	-
ENSG00000189169.8	KRTAP10-12	44697172	44698044	+
ENSG00000184787.19	UBE2G2	44768580	44801826	-
ENSG00000184900.16	SUMO3	44805617	44818779	-
ENSG00000183255.12	PTTG1IP	44849585	44873903	-
ENSG00000160255.19	ITGB2	44885953	44931989	-
ENSG00000160256.14	SLX9	44940025	44976973	+
ENSG00000197381.18	ADARB1	45073853	45226560	+
ENSG00000186866.17	POFUT2	45263928	45287898	-
ENSG00000182871.16	COL18A1	45405165	45513720	+
ENSG00000173638.19	SLC19A1	45493572	45573365	-
ENSG00000183570.17	PCBP3	45643694	45942454	+
ENSG00000142156.16	COL6A1	45981770	46005050	+
ENSG00000142173.17	COL6A2	46098112	46132848	+
ENSG00000160282.15	FTCD	46136160	46155579	-
ENSG00000160284.15	SPATC1L	46161148	46184476	-
ENSG00000160285.15	LSS	46188141	46228824	-
ENSG00000160294.11	MCM3AP	46235133	46286297	-
ENSG00000182362.14	YBEY	46286342	46297751	+
ENSG00000160298.18	C21orf58	46300181	46323875	-
ENSG00000160299.19	PCNT	46324124	46445769	+
ENSG00000286224.1	ENSG00000286224	46326288	46326491	+
ENSG00000160305.18	DIP2A	46458891	46570015	+
ENSG00000160307.10	S100B	46598604	46605208	-
ENSG00000160310.19	PRMT2	46635595	46665124	+
