gene_id	gene_name	start	end	strand
ENSG00000229571.7	PRAMEF25	13068677	13077884	+
ENSG00000275774.3	HNRNPCL2	13115488	13116854	-
ENSG00000280267.7	PRAMEF26	13148905	13158116	-
ENSG00000179412.11	HNRNPCL4	13163914	13165631	-
ENSG00000204505.5	PRAMEF9	13171848	13179459	+
ENSG00000279169.3	PRAMEF13	13196188	13201409	-
ENSG00000279804.3	PRAMEF18	13222695	13226154	-
ENSG00000270601.5	PRAMEF5	13254198	13263435	+
ENSG00000182330.11	PRAMEF8	13281304	13285137	-
ENSG00000237700.2	PRAMEF33	13303539	13308907	+
ENSG00000204501.7	PRAMEF15	13315581	13322598	+
ENSG00000204481.8	PRAMEF14	13341892	13347134	-
ENSG00000204480.9	PRAMEF19	13368431	13371947	-
ENSG00000204479.4	PRAMEF17	13389632	13392629	+
ENSG00000204478.11	PRAMEF20	13410450	13421328	+
ENSG00000162494.6	LRRC38	13474973	13514003	-
ENSG00000162493.17	PDPN	13583465	13617957	+
ENSG00000116731.23	PRDM2	13700188	13825079	+
ENSG00000189337.17	KAZN	13892792	15118043	+
ENSG00000171729.14	TMEM51	15152532	15220478	+
ENSG00000142621.21	FHAD1	15236521	15400283	+
ENSG00000142634.13	EFHD2	15409888	15430339	+
ENSG00000162438.12	CTRC	15438442	15449242	+
ENSG00000142615.8	CELA2A	15456728	15472091	+
ENSG00000215704.10	CELA2B	15465909	15491395	+
ENSG00000132906.18	CASP9	15490832	15526534	-
ENSG00000116138.13	DNAJC16	15526813	15592379	+
ENSG00000116771.6	AGMAT	15571699	15585051	-
ENSG00000197312.13	DDI2	15617458	15669044	+
ENSG00000215695.2	RSC1A1	15659713	15662033	+
ENSG00000116786.13	PLEKHM2	15684320	15734769	+
ENSG00000162461.8	SLC25A34	15736258	15741392	+
ENSG00000162460.7	TMEM82	15742499	15747982	+
ENSG00000162458.13	FBLIM1	15756607	15786594	+
ENSG00000233954.7	UQCRHL	15807169	15809348	-
ENSG00000065526.13	SPEN	15836095	15940456	+
ENSG00000116809.12	ZBTB17	15941869	15976132	-
ENSG00000183888.4	SRARP	16004236	16008807	+
ENSG00000173641.18	HSPB7	16014028	16019594	-
ENSG00000186510.12	CLCNKA	16018875	16034050	+
ENSG00000184908.20	CLCNKB	16040252	16057311	+
ENSG00000185519.9	FAM131C	16057769	16073651	-
ENSG00000142627.13	EPHA2	16124337	16156069	-
ENSG00000142632.17	ARHGEF19	16197854	16212652	-
ENSG00000132881.12	CPLANE2	16231692	16237183	-
ENSG00000037637.11	FBXO42	16246840	16352480	-
ENSG00000055070.17	SZRD1	16352575	16398145	+
ENSG00000187144.11	SPATA21	16387117	16437424	-
ENSG00000157191.20	NECAP2	16440721	16460078	+
ENSG00000219481.11	NBPF1	16562319	16613562	-
ENSG00000058453.17	CROCC	16740273	16972964	+
ENSG00000117122.14	MFAP2	16974502	16980632	-
ENSG00000159363.19	ATP13A2	16985958	17011928	-
ENSG00000288636.1	ENSG00000288636	17005068	17011757	-
ENSG00000117118.12	SDHB	17018664	17054151	-
ENSG00000117115.13	PADI2	17066761	17119451	-
ENSG00000142623.11	PADI1	17205128	17246007	+
ENSG00000142619.4	PADI3	17249098	17284233	+
ENSG00000159339.13	PADI4	17308195	17364004	+
ENSG00000276747.1	PADI6	17372196	17401699	+
ENSG00000179051.14	RCC2	17406760	17439677	-
ENSG00000074964.17	ARHGEF10L	17539698	17697874	+
ENSG00000117148.8	ACTL8	17755333	17827063	+
ENSG00000117154.12	IGSF21	18107798	18378483	+
ENSG00000179023.9	KLHDC7A	18480930	18485974	+
ENSG00000009709.13	PAX7	18630846	18748866	+
ENSG00000179002.6	TAS1R2	18839599	18859660	-
ENSG00000159423.17	ALDH4A1	18871430	18902724	-
ENSG00000169991.11	IFFO2	18904280	18956676	-
ENSG00000127481.15	UBR4	19074510	19210266	-
ENSG00000127463.16	EMC1	19215660	19251552	-
ENSG00000053372.5	MRTO4	19251805	19260128	+
ENSG00000211454.16	AKR7L	19265982	19274194	-
ENSG00000162482.5	AKR7A3	19282573	19288770	-
ENSG00000053371.13	AKR7A2	19303965	19312144	-
ENSG00000040487.13	SLC66A1	19312326	19329300	+
ENSG00000077549.19	CAPZB	19338775	19485539	-
ENSG00000173436.15	MICOS10	19484403	19629821	+
ENSG00000158747.15	NBL1	19596979	19658456	+
ENSG00000270136.6	MICOS10-NBL1	19597067	19656927	+
ENSG00000158748.4	HTR6	19664875	19680966	+
ENSG00000162542.14	TMCO4	19682240	19799945	-
ENSG00000178828.7	RNF186	19814029	19815283	-
ENSG00000169914.6	OTUD3	19882395	19912945	+
ENSG00000188784.4	PLA2G2E	19920009	19923617	-
ENSG00000188257.12	PLA2G2A	19975431	19980416	-
ENSG00000127472.11	PLA2G5	20028179	20091911	+
ENSG00000117215.15	PLA2G2D	20111939	20119566	-
ENSG00000158786.5	PLA2G2F	20139323	20150381	+
ENSG00000187980.7	PLA2G2C	20161253	20186518	-
ENSG00000162543.6	UBXN10	20186096	20196050	+
ENSG00000158816.16	VWA5B1	20290875	20359518	+
ENSG00000162545.6	CAMK2N1	20482391	20486210	-
ENSG00000090432.7	MUL1	20499448	20508151	-
ENSG00000183114.8	FAM43B	20552573	20555020	+
ENSG00000158825.6	CDA	20589086	20618903	+
ENSG00000158828.8	PINK1	20633458	20651511	+
ENSG00000244038.11	DDOST	20651767	20661544	-
ENSG00000117245.13	KIF17	20664014	20718017	-
ENSG00000189410.12	SH2D5	20719731	20732837	-
ENSG00000127483.19	HP1BP3	20740266	20787323	-
ENSG00000075151.24	EIF4G3	20806292	21177285	-
ENSG00000117298.16	ECE1	21217247	21345572	-
ENSG00000142794.19	NBPF3	21440128	21485005	+
ENSG00000162551.14	ALPL	21509397	21578410	+
ENSG00000289715.1	ENSG00000289715	21547404	21554002	+
ENSG00000076864.21	RAP1GAP	21596221	21669357	-
ENSG00000090686.16	USP48	21678298	21783606	-
ENSG00000187942.12	LDLRAD2	21812265	21825225	+
ENSG00000142798.20	HSPG2	21822244	21937310	-
ENSG00000219073.8	CELA3B	21977022	21998642	+
ENSG00000142789.20	CELA3A	22001657	22012542	+
ENSG00000289694.1	ENSG00000289694	22025142	22092943	+
ENSG00000070831.18	CDC42	22052627	22101360	+
ENSG00000162552.15	WNT4	22117313	22143969	-
ENSG00000184677.18	ZBTB40	22428838	22531157	+
ENSG00000070886.12	EPHA8	22563489	22603595	+
ENSG00000173372.18	C1QA	22635077	22639678	+
ENSG00000289692.1	ENSG00000289692	22636506	22644067	+
ENSG00000159189.13	C1QC	22643014	22648110	+
ENSG00000173369.18	C1QB	22652762	22661637	+
ENSG00000133216.17	EPHB2	22710839	22921500	+
ENSG00000215906.9	LACTBL1	22953043	22972866	-
ENSG00000227868.7	TEX46	23010834	23019100	-
ENSG00000004487.18	KDM1A	23019443	23083689	+
ENSG00000169641.16	LUZP1	23084030	23178152	-
ENSG00000293565.1	ENSG00000293565	23094326	23094376	-
ENSG00000179546.5	HTR1D	23191895	23217502	-
ENSG00000125944.22	HNRNPR	23303771	23344336	-
ENSG00000125945.16	ZNF436	23359448	23369836	-
ENSG00000204219.11	TCEA3	23380909	23424748	-
ENSG00000088280.21	ASAP3	23428563	23484637	-
ENSG00000007968.7	E2F2	23506438	23531233	-
ENSG00000117318.9	ID3	23557926	23559501	-
ENSG00000142676.14	RPL11	23691742	23696835	+
ENSG00000011007.13	ELOA	23743448	23762059	+
ENSG00000057757.10	PITHD1	23778418	23788232	+
ENSG00000011009.12	LYPLA2	23791110	23795539	+
ENSG00000117308.15	GALE	23795599	23800781	-
ENSG00000117305.15	HMGCL	23801885	23838620	-
ENSG00000179163.12	FUCA1	23845077	23868290	-
ENSG00000188822.8	CNR2	23870515	23913362	-
ENSG00000189266.13	PNRC2	23956839	23963462	+
ENSG00000188529.15	SRSF10	23964347	23980927	-
ENSG00000142661.19	MYOM3	24056035	24112135	-
ENSG00000142677.4	IL22RA1	24119771	24143140	-
ENSG00000185436.12	IFNLR1	24154168	24187959	-
ENSG00000158055.17	GRHL3	24199558	24364482	+
ENSG00000001460.18	STPG1	24356999	24416934	-
ENSG00000001461.17	NIPAL3	24415802	24472976	+
ENSG00000117602.13	RCAN3	24502351	24541040	+
ENSG00000184454.7	NCMAP	24556087	24609328	+
ENSG00000133226.19	SRRM1	24631716	24673281	+
ENSG00000169504.15	CLIC4	24745382	24844321	+
ENSG00000020633.19	RUNX3	24899511	24965121	-
ENSG00000117614.10	SYF2	25222276	25232502	-
ENSG00000117616.18	RSRP1	25242249	25338213	-
ENSG00000187010.21	RHD	25272393	25330445	+
ENSG00000183726.11	TMEM50A	25338317	25362361	+
ENSG00000188672.19	RHCE	25362249	25430192	-
ENSG00000204178.11	MACO1	25430858	25500209	+
ENSG00000157978.12	LDLRAP1	25543606	25568886	+
ENSG00000117643.16	MAN1C1	25616791	25784450	+
ENSG00000162430.18	SELENON	25800193	25818221	+
ENSG00000255054.3	ENSG00000255054	25811470	25823744	+
ENSG00000117640.18	MTFR1L	25818640	25832942	+
ENSG00000127423.11	AUNIP	25831913	25859458	-
ENSG00000182749.6	PAQR7	25861484	25875708	-
ENSG00000117632.23	STMN1	25884181	25906991	-
ENSG00000158006.14	PAFAH2	25959767	25998117	-
ENSG00000158008.10	EXTL1	26019884	26036464	+
ENSG00000158014.15	SLC30A2	26037252	26046118	-
ENSG00000158022.7	TRIM63	26051301	26068436	-
ENSG00000175087.10	PDIK1L	26111165	26125555	+
ENSG00000197245.6	FAM110D	26159079	26163962	+
ENSG00000282872.2	C1orf232	26164101	26168963	-
ENSG00000236782.8	ZNF593OS	26169516	26171832	-
ENSG00000142684.9	ZNF593	26169908	26170873	+
ENSG00000142675.18	CNKSR1	26177484	26189884	+
ENSG00000188782.9	CATSPER4	26190561	26202968	+
ENSG00000130695.16	CEP85	26234200	26278808	+
ENSG00000142669.15	SH3BGRL3	26280086	26281522	+
ENSG00000158062.21	UBXN11	26281328	26318363	-
ENSG00000169442.9	CD52	26317958	26320523	+
ENSG00000176092.17	CRYBG2	26321698	26360080	-
ENSG00000176083.18	ZNF683	26361634	26374522	-
ENSG00000131914.11	LIN28A	26410817	26429728	+
ENSG00000117682.18	DHDDS	26432282	26471306	+
ENSG00000198830.12	HMGN2	26472440	26476642	+
ENSG00000117676.14	RPS6KA1	26529761	26575030	+
ENSG00000117713.21	ARID1A	26693236	26782104	+
ENSG00000060642.12	PIGV	26787054	26800659	+
ENSG00000204160.12	ZDHHC18	26826688	26857604	+
ENSG00000175793.12	SFN	26863149	26864456	+
ENSG00000142751.15	GPN2	26876132	26890283	-
ENSG00000198746.13	GPATCH3	26890488	26900467	-
ENSG00000090273.14	NUDC	26900238	26946871	+
ENSG00000131910.5	NR0B2	26911489	26913975	-
ENSG00000175707.10	KDF1	26949562	26960468	-
ENSG00000253368.4	TRNP1	26993692	27000886	+
ENSG00000158246.8	TENT5B	27005020	27012850	-
ENSG00000090020.11	SLC9A1	27098809	27166981	-
ENSG00000142784.16	WDTC1	27234632	27308636	+
ENSG00000186501.15	TMEM222	27322145	27336400	+
ENSG00000142765.18	SYTL1	27342020	27353937	+
ENSG00000142733.18	MAP3K6	27355184	27366961	-
ENSG00000142748.14	FCN3	27369110	27374824	-
ENSG00000174950.11	CD164L2	27379176	27383333	-
ENSG00000181773.7	GPR3	27392622	27395814	+
ENSG00000158195.11	WASF2	27404230	27490167	-
ENSG00000126705.15	AHDC1	27534035	27604431	-
ENSG00000000938.13	FGR	27612064	27635185	-
ENSG00000126709.16	IFI6	27666064	27672212	-
ENSG00000009780.16	FAM76A	27725961	27763116	+
ENSG00000117758.14	STX12	27773219	27824443	+
ENSG00000117751.18	PPP1R8	27830782	27851676	+
ENSG00000130775.16	THEMIS2	27872543	27886685	+
ENSG00000117748.10	RPA2	27891524	27914746	-
ENSG00000130768.15	SMPDL3B	27935000	27959157	+
ENSG00000158156.9	XKR8	27959588	27968093	+
ENSG00000158161.16	EYA3	27970344	28088637	-
ENSG00000169403.12	PTAFR	28147166	28193936	-
ENSG00000126698.11	DNAJC8	28199456	28233029	-
ENSG00000130770.18	ATP5IF1	28236109	28246906	+
ENSG00000130766.5	SESN2	28259518	28282491	+
ENSG00000130772.14	MED18	28329002	28335965	+
ENSG00000204138.13	PHACTR4	28369582	28500364	+
ENSG00000180198.17	RCC1	28505943	28539300	+
ENSG00000180098.9	TRNAU1AP	28553085	28578545	+
ENSG00000120656.14	TAF12	28587829	28648291	-
ENSG00000188060.8	RAB42	28592200	28595449	+
ENSG00000162419.13	GMEB1	28668778	28719353	+
ENSG00000198492.16	YTHDF2	28736621	28769775	+
ENSG00000116329.12	OPRD1	28812170	28871267	+
ENSG00000159023.23	EPB41	28887091	29120046	+
ENSG00000253304.2	TMEM200B	29119429	29123903	-
ENSG00000116350.18	SRSF4	29147743	29181900	-
ENSG00000116353.16	MECR	29192657	29230942	-
ENSG00000060656.20	PTPRU	29236516	29326813	+
ENSG00000289710.1	ENSG00000289710	30576655	30576825	-
ENSG00000162510.6	MATN1	30711277	30723585	-
ENSG00000162511.8	LAPTM5	30732469	30757774	-
ENSG00000162512.16	SDC3	30869466	30908758	-
ENSG00000134644.16	PUM1	30931506	31065991	-
ENSG00000084628.10	NKAIN1	31179745	31239887	-
ENSG00000060688.13	SNRNP40	31259568	31296788	-
ENSG00000121766.16	ZCCHC17	31296982	31364953	+
ENSG00000121769.8	FABP3	31365253	31376850	-
ENSG00000168528.12	SERINC2	31409565	31434680	+
ENSG00000142910.16	TINAGL1	31576485	31587686	+
ENSG00000121764.12	HCRTR1	31617686	31632518	+
ENSG00000162517.13	PEF1	31629866	31644896	-
ENSG00000084636.18	COL16A1	31652263	31704319	-
ENSG00000121753.13	ADGRB2	31727117	31764893	-
ENSG00000134668.13	SPOCD1	31790422	31816022	-
ENSG00000184007.22	PTP4A2	31906421	31944856	-
ENSG00000288678.2	ENSG00000288678	31919563	31938010	-
ENSG00000121774.18	KHDRBS1	32013868	32060850	+
ENSG00000121775.18	TMEM39B	32072031	32102866	+
ENSG00000025800.14	KPNA6	32108056	32176563	+
ENSG00000084652.16	TXLNA	32179675	32198285	+
ENSG00000160050.16	CCDC28B	32200595	32205453	+
ENSG00000160051.12	IQCC	32205671	32208682	+
ENSG00000222046.3	DCDC2B	32209089	32216192	+
ENSG00000160055.20	TMEM234	32214472	32222359	-
ENSG00000084623.12	EIF3I	32221077	32245397	+
ENSG00000183615.6	FAM167B	32247222	32248856	+
ENSG00000182866.18	LCK	32251244	32286165	+
ENSG00000116478.12	HDAC1	32292083	32333635	+
ENSG00000175130.7	MARCKSL1	32333839	32336233	-
ENSG00000162526.7	TSSK3	32351521	32364312	+
ENSG00000225828.2	FAM229A	32361270	32364278	-
ENSG00000160058.19	BSDC1	32364633	32394731	-
ENSG00000254553.1	ENSG00000254553	32465057	32600792	+
ENSG00000273274.2	ZBTB8B	32465072	32496686	+
ENSG00000160062.15	ZBTB8A	32539427	32605941	+
ENSG00000176261.16	ZBTB8OS	32600172	32650903	-
ENSG00000162521.19	RBBP4	32651142	32686211	+
ENSG00000162520.15	SYNC	32679906	32703596	-
ENSG00000162522.11	NHSL3	32741830	32774970	+
ENSG00000134684.13	YARS1	32775237	32818031	-
ENSG00000116497.18	S100PBP	32816767	32858875	+
ENSG00000160097.21	FNDC5	32862268	32872482	-
ENSG00000121905.10	HPCA	32885994	32898441	+
ENSG00000121900.19	TMEM54	32894594	32901438	-
ENSG00000116514.17	RNF19B	32936445	32964809	-
ENSG00000004455.18	AK2	33007986	33080996	-
ENSG00000142920.18	AZIN2	33081104	33123492	+
ENSG00000116525.14	TRIM62	33145399	33182059	-
ENSG00000160094.15	ZNF362	33256492	33300719	+
ENSG00000184389.9	A3GALT2	33306766	33321098	-
ENSG00000134686.21	PHC2	33323623	33431095	-
ENSG00000121903.15	ZSCAN20	33472645	33501643	+
ENSG00000121904.19	CSMD2	33513998	34165842	-
ENSG00000176256.11	HMGB4	33860475	33864791	+
ENSG00000142698.15	C1orf94	34166883	34219131	+
ENSG00000163866.9	SMIM12	34712737	34859755	-
ENSG00000189280.3	GJB5	34755047	34758512	+
ENSG00000189433.7	GJB4	34759740	34762327	+
ENSG00000188910.8	GJB3	34781214	34786369	+
ENSG00000187513.9	GJA4	34792999	34795747	+
ENSG00000116544.12	DLGAP3	34865436	34929650	-
ENSG00000284773.1	ENSG00000284773	34974356	34985313	-
ENSG00000243749.2	TMEM35B	34981380	34985347	-
ENSG00000271741.1	ENSG00000271741	34981533	35031741	-
ENSG00000163867.17	ZMYM6	34986165	35031945	-
ENSG00000197056.11	ZMYM1	35032172	35115859	+
ENSG00000116560.12	SFPQ	35176378	35193446	-
ENSG00000146463.12	ZMYM4	35268709	35422058	+
ENSG00000142687.19	KIAA0319L	35393883	35557950	-
ENSG00000020129.16	NCDN	35557473	35567274	+
ENSG00000116819.9	TFAP2E	35573314	35595328	+
ENSG00000126067.12	PSMB2	35599541	35641526	-
ENSG00000142686.8	C1orf216	35713877	35718894	-
ENSG00000092853.14	CLSPN	35720218	35769978	-
ENSG00000134698.11	AGO4	35808016	35857890	+
ENSG00000092847.14	AGO1	35869808	35930532	+
ENSG00000126070.20	AGO3	35930718	36072500	+
ENSG00000092850.12	TEKT2	36084094	36088275	+
ENSG00000116863.11	ADPRS	36088892	36093932	+
ENSG00000171812.13	COL8A2	36095239	36125222	-
ENSG00000054116.12	TRAPPC3	36136570	36156053	-
ENSG00000116871.16	MAP7D1	36155579	36180849	+
ENSG00000054118.15	THRAP3	36224432	36305357	+
ENSG00000214193.11	SH3D21	36306368	36329340	+
ENSG00000142694.7	EVA1B	36322030	36324154	-
ENSG00000196182.11	STK40	36339624	36385924	-
ENSG00000181817.6	LSM10	36391238	36397908	-
ENSG00000116885.18	OSCP1	36415827	36450451	-
ENSG00000116898.12	MRPS15	36455718	36464384	-
ENSG00000119535.20	CSF3R	36466043	36483278	-
ENSG00000163873.10	GRIK3	36795527	37034515	-
ENSG00000163874.11	ZC3H12A	37474580	37484377	+
ENSG00000163875.16	MEAF6	37489993	37514766	-
ENSG00000163877.11	SNIP1	37534449	37554293	-
ENSG00000163879.11	DNALI1	37556919	37566857	+
ENSG00000134697.13	GNL2	37566816	37595937	-
ENSG00000169218.14	RSPO1	37611350	37634892	-
ENSG00000116922.15	AIRIM	37681570	37692249	-
