gene_id	gene_name	start	end	strand
ENSG00000145220.14	LYAR	4267701	4290154	-
ENSG00000168826.16	ZBTB49	4290251	4321786	+
ENSG00000168824.15	NSG1	4348140	4419058	+
ENSG00000168818.10	STX18	4415742	4542346	-
ENSG00000163132.8	MSX1	4859665	4863936	+
ENSG00000170891.11	CYTL1	5014586	5019458	-
ENSG00000152953.13	STK32B	5051480	5500994	+
ENSG00000173040.13	EVC2	5542772	5709548	-
ENSG00000072840.13	EVC	5711201	5814305	+
ENSG00000072832.15	CRMP1	5748084	5893086	-
ENSG00000181215.17	C4orf50	5897373	6200555	-
ENSG00000152969.21	JAKMIP1	6026199	6200591	-
ENSG00000284684.1	ENSG00000284684	6064977	6070162	-
ENSG00000109501.15	WFS1	6269849	6303265	+
ENSG00000074211.14	PPP2R2C	6320578	6563600	-
ENSG00000013288.9	MAN2B2	6575189	6623362	+
ENSG00000179010.16	MRFAP1	6640091	6642729	+
ENSG00000170846.17	MRFAP1L2	6663396	6676755	+
ENSG00000163993.7	S100P	6693878	6697170	+
ENSG00000178988.11	MRFAP1L1	6707701	6709865	-
ENSG00000186222.5	BLOC1S4	6716174	6717664	+
ENSG00000170871.12	KIAA0232	6781375	6884170	+
ENSG00000132405.19	TBC1D14	6909242	7033118	+
ENSG00000173013.6	CCDC96	7040849	7043001	-
ENSG00000173011.12	TADA2B	7041899	7057952	+
ENSG00000109519.14	GRPEL1	7058671	7068085	-
ENSG00000184985.17	SORCS2	7192538	7742827	+
ENSG00000178597.7	PSAPL1	7430285	7434930	-
ENSG00000196526.11	AFAP1	7758714	7939926	-
ENSG00000163995.22	ABLIM2	7965310	8158832	-
ENSG00000125089.18	SH3TC1	8182072	8241803	+
ENSG00000170801.10	HTRA3	8269754	8307098	+
ENSG00000087008.16	ACOX3	8366282	8440723	-
ENSG00000155275.19	TRMT44	8436140	8493531	+
ENSG00000155269.12	GPR78	8558725	8619761	+
ENSG00000109625.19	CPZ	8592660	8619759	+
ENSG00000215612.8	HMX1	8846076	8871839	-
ENSG00000229924.3	FAM90A26	9170409	9176730	+
ENSG00000231396.3	USP17L10	9210657	9212249	+
ENSG00000233136.3	USP17L11	9215405	9216997	+
ENSG00000227551.1	USP17L12	9220152	9221744	+
ENSG00000232399.4	USP17L13	9224896	9226488	+
ENSG00000223569.8	USP17L15	9234385	9236046	+
ENSG00000249104.3	USP17L17	9243879	9245471	+
ENSG00000250844.3	USP17L18	9248630	9250222	+
ENSG00000248920.3	USP17L19	9253378	9254970	+
ENSG00000250745.3	USP17L20	9258124	9259716	+
ENSG00000249811.3	USP17L21	9262872	9264464	+
ENSG00000248933.3	USP17L22	9267619	9269211	+
ENSG00000250913.2	USP17L23	9272364	9272914	+
ENSG00000232264.5	USP17L24	9325165	9326757	+
ENSG00000230430.5	USP17L25	9329911	9331503	+
ENSG00000229579.5	USP17L26	9334658	9336250	+
ENSG00000227140.3	USP17L5	9339403	9340995	+
ENSG00000235780.3	USP17L27	9344148	9345740	+
ENSG00000231051.3	USP17L28	9348893	9350485	+
ENSG00000231637.3	USP17L29	9353638	9355230	+
ENSG00000228856.3	USP17L30	9363129	9364721	+
ENSG00000186146.2	DEFB131A	9444414	9450666	+
ENSG00000109667.12	SLC2A9	9771153	10054936	-
ENSG00000169676.6	DRD5	9781634	9784009	+
ENSG00000071127.18	WDR1	10068089	10116972	-
ENSG00000178163.8	ZNF518B	10439880	10457426	-
ENSG00000109684.16	CLNK	10486395	10684768	-
ENSG00000002587.10	HS3ST1	11393150	11429564	-
ENSG00000157869.16	RAB28	13361354	13484365	-
ENSG00000109705.8	NKX3-2	13540830	13544508	-
ENSG00000038219.13	BOD1L1	13568738	13627725	-
ENSG00000137449.17	CPEB2	15002481	15070153	+
ENSG00000163145.13	C1QTNF7	15339818	15446167	+
ENSG00000048342.18	CC2D2A	15469865	15601552	+
ENSG00000118564.15	FBXL5	15604381	15681679	-
ENSG00000237765.8	FAM200B	15681662	15690447	+
ENSG00000109743.11	BST1	15703065	15738313	+
ENSG00000004468.13	CD38	15778275	15853232	+
ENSG00000137440.5	FGFBP1	15935577	15938740	-
ENSG00000137441.8	FGFBP2	15960245	15969309	-
ENSG00000007062.12	PROM1	15963076	16084378	-
ENSG00000169762.17	TAPT1	16160505	16227410	-
ENSG00000169744.13	LDB2	16501541	16898678	-
ENSG00000151552.13	QDPR	17460261	17512206	-
ENSG00000249581.2	CLRN2	17515165	17527104	+
ENSG00000002549.13	LAP3	17577198	17607972	+
ENSG00000118579.13	MED28	17614641	17634105	+
ENSG00000047662.5	FAM184B	17629306	17781621	-
ENSG00000163257.11	DCAF16	17800655	17810758	-
ENSG00000109805.10	NCAPG	17810979	17844865	+
ENSG00000178177.17	LCORL	17841187	18021876	-
ENSG00000145147.20	SLIT2	20251905	20620561	+
ENSG00000163138.19	PACRGL	20696282	20752907	+
ENSG00000185774.17	KCNIP4	20728606	21948772	-
ENSG00000152990.14	ADGRA3	22345071	22516066	-
ENSG00000249948.7	GBA3	22692914	22819575	+
ENSG00000109819.9	PPARGC1A	23755041	23904089	-
ENSG00000109606.13	DHX15	24517441	24584554	-
ENSG00000109610.6	SOD3	24789912	24800842	+
ENSG00000181982.20	CCDC149	24803514	24980204	-
ENSG00000153012.12	LGI2	24998847	25030946	-
ENSG00000109618.13	SEPSECS	25120014	25160550	-
ENSG00000038210.14	PI4K2B	25160663	25279204	+
ENSG00000168228.16	ZCCHC4	25312774	25370383	+
ENSG00000053900.11	ANAPC4	25377263	25418498	+
ENSG00000157765.13	SLC34A2	25648011	25678748	+
ENSG00000091490.11	SEL1L3	25747433	25863760	-
ENSG00000250317.9	SMIM20	25861830	25929813	+
ENSG00000168214.22	RBPJ	26163455	26435131	+
ENSG00000163394.6	CCKAR	26481396	26490484	-
ENSG00000109680.11	TBC1D19	26576437	26756223	+
ENSG00000109689.20	STIM2	26857601	27025381	+
ENSG00000169851.16	PCDH7	30720369	31146805	+
ENSG00000047365.13	ARAP2	35948221	36244514	-
ENSG00000197057.10	DTHD1	36281616	36347511	+
ENSG00000174145.8	NWD2	37244743	37449463	+
ENSG00000154274.15	C4orf19	37453925	37623495	+
ENSG00000181826.10	RELL1	37590800	37686376	-
ENSG00000169299.14	PGM2	37826660	37862937	+
ENSG00000065882.18	TBC1D1	37891084	38139175	+
ENSG00000250254.2	PTTG2	37960398	37961128	+
ENSG00000109787.13	KLF3	38664197	38701517	+
ENSG00000174123.11	TLR10	38772238	38782990	-
ENSG00000174125.8	TLR1	38790677	38856817	-
ENSG00000174130.13	TLR6	38822897	38856817	-
ENSG00000197712.12	FAM114A1	38867677	38945739	+
ENSG00000121895.8	TMEM156	38966744	39032922	-
ENSG00000109790.18	KLHL5	39045039	39126857	+
ENSG00000157796.18	WDR19	39182504	39285810	+
ENSG00000035928.17	RFC1	39287456	39366375	-
ENSG00000134962.7	KLB	39406930	39451533	+
ENSG00000163682.17	RPL9	39452587	39458931	-
ENSG00000121897.15	LIAS	39459004	39485109	+
ENSG00000109814.12	UGDH	39498755	39528311	-
ENSG00000163683.12	SMIM14	39546336	39638902	-
ENSG00000078140.14	UBE2K	39698109	39782792	+
ENSG00000121892.15	PDS5A	39822863	39977956	-
ENSG00000078177.15	N4BP2	40056797	40158252	+
ENSG00000168421.14	RHOH	40191011	40246967	+
ENSG00000174343.6	CHRNA9	40335333	40355217	+
ENSG00000163694.15	RBM47	40423267	40630875	-
ENSG00000179299.17	NSUN7	40749925	40811184	+
ENSG00000163697.18	APBB2	40810027	41216714	-
ENSG00000289761.1	ENSG00000289761	41143022	41143099	-
ENSG00000154277.13	UCHL1	41256413	41268455	+
ENSG00000064042.18	LIMCH1	41359607	41700044	+
ENSG00000109132.7	PHOX2B	41744082	41748725	-
ENSG00000109133.14	TMEM33	41935129	41960803	+
ENSG00000182308.7	DCAF4L1	41981756	41986465	+
ENSG00000014824.14	SLC30A9	41990502	42090461	+
ENSG00000188848.17	BEND4	42110853	42152878	-
ENSG00000178343.5	SHISA3	42397488	42402487	+
ENSG00000124406.17	ATP8A1	42408373	42657121	-
ENSG00000215203.3	GRXCR1	42892713	43030658	+
ENSG00000183783.7	KCTD8	44173903	44448809	-
ENSG00000177752.15	YIPF7	44622088	44678556	-
ENSG00000151806.14	GUF1	44678420	44700928	+
ENSG00000163281.12	GNPDA2	44682200	44726588	-
ENSG00000163285.8	GABRG1	46035769	46124054	-
ENSG00000151834.16	GABRA2	46243548	46475230	-
ENSG00000170516.17	COX7B2	46734827	46909245	-
ENSG00000109158.11	GABRA4	46918900	46993581	-
ENSG00000163288.14	GABRB1	46993723	47426447	+
ENSG00000169019.11	COMMD8	47450787	47463702	-
ENSG00000145246.14	ATP10D	47485275	47593486	+
ENSG00000145244.12	CORIN	47593999	47838106	-
ENSG00000170448.12	NFXL1	47847233	47914667	-
ENSG00000163293.12	NIPAL1	47914142	48040173	+
ENSG00000198515.16	CNGA1	47935977	48016681	-
ENSG00000074966.11	TXK	48066393	48134250	-
ENSG00000135605.13	TEC	48135783	48269838	-
ENSG00000109171.15	SLAIN2	48341529	48426201	+
ENSG00000145248.7	SLC10A4	48483343	48489526	+
ENSG00000182223.7	ZAR1	48490252	48494389	+
ENSG00000075539.15	FRYL	48497357	48780322	-
ENSG00000109180.15	OCIAD1	48805212	48861817	+
ENSG00000145247.12	OCIAD2	48885019	48906937	-
ENSG00000109182.12	CWH43	48986275	49062081	+
ENSG00000109184.15	DCUN1D4	51843000	51916837	+
ENSG00000188993.4	LRRC66	51993652	52020363	-
ENSG00000163069.13	SGCB	52020706	52038299	-
ENSG00000163071.11	SPATA18	52051304	52097299	+
ENSG00000109189.13	USP46	52590960	52659301	-
ENSG00000226887.8	ERVMER34-1	52722618	52751586	-
ENSG00000128045.7	RASL11B	52862317	52866835	+
ENSG00000184178.17	SCFD2	52872982	53366066	-
ENSG00000145216.17	FIP1L1	53377569	53464382	+
ENSG00000282278.1	ENSG00000282278	53377839	54295272	+
ENSG00000072201.14	LNX1	53459301	53701405	-
ENSG00000109220.11	CHIC2	54009789	54064605	-
ENSG00000180613.11	GSX2	54099523	54102498	+
ENSG00000134853.12	PDGFRA	54229280	54298245	+
ENSG00000157404.17	KIT	54657267	54740783	+
ENSG00000128052.10	KDR	55078481	55125595	-
ENSG00000128039.13	SRD5A3	55346213	55373100	+
ENSG00000288695.1	ENSG00000288695	55346228	55388368	+
ENSG00000134851.13	TMEM165	55395957	55453397	+
ENSG00000134852.15	CLOCK	55427903	55546909	-
ENSG00000163440.12	PDCL2	55556519	55592245	-
ENSG00000109255.11	NMU	55595229	55636698	-
ENSG00000250821.3	EXOC1L	55819790	55837489	+
ENSG00000090989.18	EXOC1	55853648	55905086	+
ENSG00000174799.12	CEP135	55948871	56033361	+
ENSG00000109265.15	CRACD	56049098	56330609	+
ENSG00000157426.14	AASDH	56338287	56387508	-
ENSG00000128059.8	PPAT	56393362	56435615	-
ENSG00000128050.9	PAICS	56435741	56464578	+
ENSG00000174780.17	SRP72	56467617	56503681	+
ENSG00000196503.5	ARL9	56505209	56524959	+
ENSG00000249693.3	SPMAP2L	56530606	56603507	+
ENSG00000171476.23	HOPX	56647989	56681877	-
ENSG00000128040.13	SPINK2	56809860	56821742	-
ENSG00000084093.19	REST	56907876	56966808	+
ENSG00000084092.7	NOA1	56963350	56977606	-
ENSG00000047315.17	POLR2B	56977722	57031158	+
ENSG00000163453.11	IGFBP7	57030773	57110385	-
ENSG00000150471.17	ADGRL3	61200326	62078335	+
ENSG00000205678.8	TECRL	64275257	64409468	-
ENSG00000145242.14	EPHA5	65319563	65670495	-
ENSG00000145241.11	CENPC	67468762	67545503	-
ENSG00000035720.8	STAP1	67558727	67607337	+
ENSG00000033178.13	UBA6	67612652	67701155	-
ENSG00000109163.7	GNRHR	67737118	67754388	-
ENSG00000153802.12	TMPRSS11D	67820876	67884002	-
ENSG00000187054.17	TMPRSS11A	67909395	67964140	-
ENSG00000198092.6	TMPRSS11F	68053198	68129869	-
ENSG00000185873.8	TMPRSS11B	68226653	68245694	-
ENSG00000083896.13	YTHDC1	68310387	68350090	-
ENSG00000087128.10	TMPRSS11E	68447463	68497604	+
ENSG00000197888.3	UGT2B17	68537173	68576413	-
ENSG00000196620.10	UGT2B15	68646597	68670652	-
ENSG00000109181.12	UGT2B10	68815994	68832023	+
ENSG00000135220.11	UGT2A3	68928463	68951804	-
ENSG00000171234.14	UGT2B7	69051363	69112987	+
ENSG00000213759.10	UGT2B11	69199951	69214748	-
ENSG00000135226.18	UGT2B28	69280475	69295050	+
ENSG00000156096.15	UGT2B4	69480165	69526014	-
ENSG00000271271.6	UGT2A2	69588417	69639642	-
ENSG00000173610.13	UGT2A1	69588417	69653249	-
ENSG00000173597.9	SULT1B1	69721167	69787961	-
ENSG00000284695.1	ENSG00000284695	69810780	69847786	-
ENSG00000109193.12	SULT1E1	69841212	69860145	-
ENSG00000126545.14	CSN1S1	69931068	69946574	+
ENSG00000135222.7	CSN2	69955256	69965728	-
ENSG00000126549.11	STATH	69995966	70002570	+
ENSG00000205649.9	HTN3	70028455	70036538	+
ENSG00000126550.10	HTN1	70050438	70058848	+
ENSG00000187533.14	PRR27	70133616	70176799	+
ENSG00000109205.17	ODAM	70195725	70204576	+
ENSG00000181617.6	FDCSP	70226124	70235252	+
ENSG00000171209.4	CSN3	70238382	70251474	+
ENSG00000145309.6	CABS1	70334981	70337116	+
ENSG00000109208.5	SMR3A	70360760	70367158	+
ENSG00000171201.12	SMR3B	70370093	70390244	+
ENSG00000171199.11	OPRPN	70397931	70410195	+
ENSG00000171195.11	MUC7	70430492	70482997	+
ENSG00000187689.10	AMTN	70518569	70532743	+
ENSG00000178522.15	AMBN	70592256	70607288	+
ENSG00000132464.13	ENAM	70628744	70646824	+
ENSG00000132465.12	JCHAIN	70655541	70681817	-
ENSG00000132467.4	UTP3	70688532	70690551	+
ENSG00000018189.13	RUFY3	70704204	70808619	+
ENSG00000132463.15	GRSF1	70815783	70839897	-
ENSG00000173542.9	MOB1B	70902326	71022449	+
ENSG00000156136.10	DCK	70992538	71030914	+
ENSG00000080493.19	SLC4A4	71062667	71572087	+
ENSG00000145321.13	GC	71741696	71804041	-
ENSG00000056291.19	NPFFR2	72031902	72148305	+
ENSG00000156140.11	ADAMTS3	72280969	72569221	-
ENSG00000163626.17	COX18	73052362	73069755	-
ENSG00000132466.20	ANKRD17	73073376	73258798	-
ENSG00000163631.19	ALB	73397114	73421482	+
ENSG00000081051.8	AFP	73431138	73456174	+
ENSG00000079557.5	AFM	73481745	73504001	+
ENSG00000169435.14	RASSF6	73571550	73620631	-
ENSG00000169429.12	CXCL8	73740519	73743716	+
ENSG00000124875.10	CXCL6	73836640	73849064	+
ENSG00000109272.4	PF4V1	73853296	73854483	+
ENSG00000163739.5	CXCL1	73869393	73871308	+
ENSG00000163737.5	PF4	73980811	73982027	-
ENSG00000288796.1	ENSG00000288796	73981074	73988190	-
ENSG00000163736.4	PPBP	73986439	73988190	-
ENSG00000163735.7	CXCL5	73995642	73998677	-
ENSG00000163734.4	CXCL3	74036589	74038807	-
ENSG00000081041.9	CXCL2	74097040	74099196	-
ENSG00000163738.19	MTHFD2L	74114174	74303099	+
ENSG00000182585.10	EPGN	74308470	74316789	+
ENSG00000124882.4	EREG	74365145	74388749	+
ENSG00000109321.11	AREG	74445136	74455005	+
ENSG00000174808.12	BTC	74744759	74794523	-
ENSG00000169116.11	PARM1	74933095	75050115	+
ENSG00000163743.14	RCHY1	75479033	75514764	-
ENSG00000174796.12	THAP6	75513946	75550473	+
ENSG00000174792.11	ODAPH	75556048	75565871	+
ENSG00000138769.11	CDKL2	75576496	75630716	-
ENSG00000138757.15	G3BP2	75641849	75724589	-
ENSG00000138768.15	USO1	75724577	75814286	+
ENSG00000156194.19	PPEF2	75859864	75902571	-
ENSG00000138744.16	NAAA	75913660	75941013	-
ENSG00000198301.12	SDAD1	75940950	75990962	-
ENSG00000138755.6	CXCL9	76001275	76007509	-
ENSG00000156219.18	ART3	76011184	76114048	+
ENSG00000169245.6	CXCL10	76021118	76023497	-
ENSG00000169248.13	CXCL11	76033682	76041415	-
ENSG00000138750.16	NUP54	76107562	76148485	-
ENSG00000138760.11	SCARB2	76158737	76234536	-
ENSG00000189157.14	FAM47E	76214040	76283783	+
ENSG00000272414.6	FAM47E-STBD1	76251721	76311129	+
ENSG00000118804.9	STBD1	76306733	76311130	+
ENSG00000163749.18	CCDC158	76312997	76421868	-
ENSG00000138771.16	SHROOM3	76435229	76783253	+
ENSG00000186212.4	SOWAHB	76894152	76898144	-
ENSG00000138758.12	SEPTIN11	76949751	77040384	+
ENSG00000118816.11	CCNI	77047155	77076309	-
ENSG00000138764.15	CCNG2	77157207	77433388	+
ENSG00000156234.8	CXCL13	77511753	77611834	+
ENSG00000138767.14	CNOT6L	77713387	77819615	-
ENSG00000169288.18	MRPL1	77862830	77952785	+
ENSG00000138759.20	FRAS1	78057323	78544269	+
ENSG00000138772.13	ANXA3	78551747	78610451	+
ENSG00000138756.19	BMP2K	78776342	78916365	+
ENSG00000163291.14	PAQR3	78887127	78939438	-
ENSG00000156269.5	NAA11	79225694	79326061	-
ENSG00000196475.6	GK2	79406361	79408228	-
ENSG00000163297.18	ANTXR2	79901146	80125454	-
ENSG00000152784.16	PRDM8	80183879	80204329	+
ENSG00000138675.17	FGF5	80266639	80336680	+
ENSG00000197826.13	CFAP299	80335730	80963750	+
ENSG00000152785.8	BMP3	81030708	81057627	+
ENSG00000138669.10	PRKG2	81087370	81215222	-
ENSG00000138670.19	RASGEF1B	81426393	82044244	-
ENSG00000138668.20	HNRNPD	82352498	82374503	-
ENSG00000152795.18	HNRNPDL	82422565	82430462	-
ENSG00000145293.17	ENOPH1	82430590	82461177	+
ENSG00000249242.8	TMEM150C	82483170	82562357	-
ENSG00000145284.12	SCD5	82629539	82798796	-
ENSG00000138674.17	SEC31A	82818509	82901166	-
ENSG00000168152.13	THAP9	82900684	82919969	+
ENSG00000189308.11	LIN54	82909973	83012926	-
ENSG00000138663.9	COPS4	83034447	83075818	+
ENSG00000145287.11	PLAC8	83090048	83137075	-
ENSG00000173085.15	COQ2	83261536	83284914	-
ENSG00000173083.16	HPSE	83292461	83335153	-
ENSG00000163312.11	HELQ	83407343	83455855	-
ENSG00000163319.11	MRPS18C	83455932	83469735	+
ENSG00000163322.14	ABRAXAS1	83459517	83523348	-
ENSG00000138678.11	GPAT3	83535914	83605875	+
ENSG00000163623.10	NKX6-1	84491985	84499292	-
ENSG00000163624.6	CDS1	84583127	84651334	+
ENSG00000163625.17	WDFY3	84668765	84966690	-
ENSG00000138639.18	ARHGAP24	85475150	86002668	+
ENSG00000109339.24	MAPK10	85990007	86594625	-
ENSG00000163629.13	PTPN13	86594315	86815171	+
ENSG00000145283.8	SLC10A6	86823468	86849384	-
ENSG00000163633.12	C4orf36	86876205	86892422	-
ENSG00000172493.23	AFF1	86935002	87141039	+
ENSG00000145332.14	KLHL8	87160103	87240314	-
ENSG00000170509.12	HSD17B13	87303789	87322886	-
ENSG00000198189.11	HSD17B11	87336515	87391188	-
ENSG00000170502.13	NUDT9	87422573	87459455	+
ENSG00000272856.2	SCPPPQ1	87460802	87471050	-
ENSG00000152583.13	SPARCL1	87473335	87531061	-
ENSG00000152591.15	DSPP	87608529	87616873	+
ENSG00000152592.15	DMP1	87650280	87664361	+
ENSG00000029559.7	IBSP	87799554	87812435	+
ENSG00000152595.17	MEPE	87821398	87846814	+
ENSG00000118785.15	SPP1	87975667	87983532	+
ENSG00000118762.8	PKD2	88007635	88077777	+
ENSG00000118777.12	ABCG2	88090150	88231628	-
ENSG00000163644.15	PPM1K	88257620	88284769	-
ENSG00000138642.16	HERC6	88378739	88443097	+
ENSG00000138646.9	HERC5	88457119	88506163	+
ENSG00000145337.5	PYURF	88520998	88523776	-
ENSG00000255072.2	PIGY	88520998	88523776	-
ENSG00000287542.1	HERC3	88523810	88708450	+
ENSG00000177432.8	NAP1L5	88695913	88697829	-
ENSG00000138640.15	FAM13A	88725955	89111398	-
ENSG00000180346.5	TIGD2	89111533	89114901	+
ENSG00000185477.6	GPRIN3	89236383	89307937	-
ENSG00000145335.17	SNCA	89700345	89838315	-
ENSG00000138722.10	MMRN1	89879532	89954629	+
ENSG00000184305.16	CCSER1	90127394	91605295	+
ENSG00000152208.13	GRID2	92303966	93810157	+
ENSG00000172238.6	ATOH1	93828753	93830964	+
ENSG00000163104.18	SMARCAD1	94207611	94291292	+
ENSG00000163106.11	HPGDS	94298535	94342876	-
ENSG00000163110.15	PDLIM5	94451857	94668227	+
ENSG00000138696.11	BMPR1B	94757955	95158448	+
ENSG00000182168.16	UNC5C	95162504	95549206	-
ENSG00000163114.6	PDHA2	95840093	95841464	+
ENSG00000163116.10	STPG2	97184093	98143476	-
ENSG00000138698.15	RAP1GDS1	98261384	98443858	+
ENSG00000168785.8	TSPAN5	98470367	98658611	-
ENSG00000151247.13	EIF4E	98879276	98929133	-
ENSG00000164024.12	METAP1	98995659	99062809	+
ENSG00000197894.12	ADH5	99070978	99088801	-
ENSG00000198099.10	ADH4	99123657	99157792	-
ENSG00000172955.17	ADH6	99202638	99219537	-
ENSG00000187758.8	ADH1A	99276369	99291003	-
ENSG00000196616.15	ADH1B	99304971	99321401	-
ENSG00000248144.6	ADH1C	99336497	99352746	-
ENSG00000196344.12	ADH7	99412261	99435510	-
ENSG00000138813.10	C4orf17	99511012	99542303	+
ENSG00000145331.14	TRMT10A	99546709	99564039	-
ENSG00000138823.14	MTTP	99564081	99623997	+
ENSG00000248713.2	C4orf54	99636529	99657828	-
ENSG00000070190.13	DAPP1	99816827	99870190	+
ENSG00000109270.13	LAMTOR3	99878336	99894428	-
ENSG00000164031.17	DNAJB14	99896248	99946618	-
ENSG00000164032.12	H2AZ1	99948086	99950355	-
ENSG00000145358.6	DDIT4L	100185870	100190782	-
ENSG00000164035.10	EMCN	100395341	100880126	-
ENSG00000138814.17	PPP3CA	101023409	101348278	-
ENSG00000153064.12	BANK1	101411286	102074812	+
ENSG00000138821.14	SLC39A8	102251080	102431258	-
ENSG00000109320.14	NFKB1	102501330	102617302	+
ENSG00000109323.11	MANBA	102630770	102760994	-
ENSG00000109332.20	UBE2D3	102794383	102868896	-
ENSG00000145354.12	CISD2	102868974	102892807	+
ENSG00000164037.17	SLC9B1	102885048	103019719	-
ENSG00000164038.16	SLC9B2	103019868	103085829	-
ENSG00000164039.15	BDH2	103077592	103099870	-
ENSG00000138778.14	CENPE	103105349	103198445	-
ENSG00000169836.5	TACR3	103586031	103719985	-
ENSG00000168772.12	CXXC4	104468308	104494901	-
ENSG00000168769.14	TET2	105145875	105279816	+
ENSG00000138777.20	PPA2	105369077	105474067	-
ENSG00000236699.9	ARHGEF38	105552620	105708093	+
ENSG00000138785.16	INTS12	105682627	105895986	-
ENSG00000138780.15	GSTCD	105708778	105847725	+
ENSG00000168743.13	NPNT	105894775	106004027	+
ENSG00000145348.17	TBCK	106041599	106316683	-
ENSG00000164022.18	AIMP1	106315544	106349456	+
ENSG00000250298.6	GIMD1	106357392	106368778	-
ENSG00000155011.9	DKK2	106921802	107283806	-
ENSG00000138801.9	PAPSS1	107590276	107720234	-
ENSG00000164023.15	SGMS2	107824563	107915047	+
ENSG00000155016.18	CYP2U1	107931549	107953461	+
ENSG00000138796.18	HADH	107989714	108035241	+
ENSG00000138795.10	LEF1	108047545	108168956	-
ENSG00000109475.17	RPL34	108620569	108630412	+
ENSG00000198856.13	OSTC	108650585	108667820	+
ENSG00000164089.9	ETNPPL	108742048	108763054	-
ENSG00000188517.17	COL25A1	108808725	109302752	-
ENSG00000138802.11	SEC24B	109433772	109540896	+
ENSG00000005059.16	MCUB	109560209	109688719	+
ENSG00000138794.10	CASP6	109688622	109703583	-
ENSG00000123739.11	PLA2G12A	109709989	109730070	-
ENSG00000285330.1	ENSG00000285330	109713916	109801999	-
ENSG00000205403.15	CFI	109731008	109802150	-
ENSG00000109534.17	GAR1	109815510	109824740	+
ENSG00000180245.7	RRH	109827972	109849123	+
ENSG00000183423.12	LRIT3	109848107	109872315	+
ENSG00000138798.13	EGF	109912883	110013766	+
ENSG00000170522.10	ELOVL6	110045846	110199199	-
ENSG00000138792.10	ENPEP	110365733	110565285	+
ENSG00000164093.18	PITX2	110617423	110642123	-
ENSG00000174749.6	FAM241A	112145454	112195256	+
ENSG00000138660.12	AP1AR	112231740	112273110	+
ENSG00000145365.12	TIFA	112272968	112285955	-
ENSG00000073331.18	ALPK1	112285509	112442621	+
ENSG00000178403.4	NEUROG2	112513516	112516180	-
