gene_id,gene_name,chr,start,end,min_rank,min_pop,max_rank,rank_range
ENSG00000160200.18,CBS,21,43053191,43076943,0.0005294647111770001,PEL,0.002111152161292025,0.0015816874501150251
ENSG00000215343.8,ZNF705D,8,12089338,12115516,0.00052999788000848,KHV,0.0026389402016150313,0.0021089423216065512
ENSG00000189152.12,GRAPL,17,19127535,19162274,0.0005301664722722935,GBR,0.0026499894000424,0.0021198229277701063
ENSG00000176681.15,LRRC37A,17,46292733,46338077,0.0005817028027498678,ITU,0.012551636479186527,0.011969933676436659
ENSG00000285472.1,OR4M2-OT1,15,22015233,22095857,0.0005824111822947001,PEL,0.0015930331350892098,0.0010106219527945097
ENSG00000274102.3,OR4M2,15,22070241,22083221,0.000582997668009328,KHV,0.000903102422439439,0.00032010475443011103
ENSG00000257207.5,ENSG00000257207,2,110402934,110473075,0.0005831831194995228,GBR,0.0017944793370982214,0.0012112962175986986
ENSG00000224712.13,NPIPA3,16,14703411,14726342,0.0006333456483876075,YRI,0.0013229613166111022,0.0006896156682234947
ENSG00000237763.10,AMY1A,1,103655760,103664554,0.0006858348720654181,ACB,0.00084446086451681,0.00015862599245139192
ENSG00000169246.17,NPIPB3,16,21402237,21448567,0.0006864142774169702,ASW,0.0015864621893178213,0.000900047911900851
ENSG00000183706.6,OR4N4,15,22094522,22095862,0.0007392153756798142,PUR,0.000900996396014416,0.0001617810203346018
ENSG00000233050.1,DEFB130B,8,12064389,12071747,0.0007413290971670638,CHS,0.0035891481051409267,0.002847819007973863
ENSG00000104177.20,MYEF2,15,48134632,48178353,0.0007422330611812109,GBR,0.16220230202089853,0.16146006895971732
ENSG00000170379.21,TCAF2,7,143620952,143730410,0.0007945756965780273,GIH,0.0018593285167870803,0.001064752820209053
ENSG00000233932.6,CTXN2,15,48178122,48203758,0.0007952497084084402,GBR,0.29813004674883126,0.2973347970404228
ENSG00000250844.3,USP17L18,4,9248630,9250222,0.0007956293428101628,CHB,0.001434339141521462,0.0006387097987112992
ENSG00000254852.9,NPIPA2,16,14742533,14765462,0.0008445054365037475,ESN,0.00785020951572694,0.007005704079223193
ENSG00000249104.3,USP17L17,4,9243879,9245471,0.0008461579142207415,IBS,0.002337441563960901,0.0014912836497401596
ENSG00000160202.7,CRYAA,21,43169008,43172805,0.0008471435378832001,PEL,0.0026904410213125134,0.0018432974834293133
ENSG00000214026.11,MRPL23,11,1947278,1984522,0.0008473678635737739,TSI,0.005887657136795205,0.005040289273221431
ENSG00000172062.17,SMN1,5,70925030,70953942,0.0008479966080135679,KHV,0.009447904570885676,0.008599907962872107
ENSG00000230031.10,POTEB2,15,20835372,20866314,0.0008988051179020831,STU,0.0018585386576040783,0.0009597335397019952
ENSG00000188467.11,SLC24A5,15,48120990,48142672,0.000901283002862899,GBR,0.2943298148835729,0.29342853188071
ENSG00000273513.2,TBC1D3K,17,37924415,37935371,0.000951676007190441,STU,0.002702989188043248,0.001751313180852807
ENSG00000145736.15,GTF2H2,5,71035016,71067689,0.0009531374106433678,CHS,0.0028061629692381004,0.0018530255585947327
ENSG00000203760.9,CENPW,6,126340115,126348875,0.0009547552113721954,CHB,0.08900883738159496,0.08805408217022276
ENSG00000184206.13,GOLGA6L4,15,84235773,84245358,0.0011611949751926527,ESN,0.0024887476833465715,0.0013275527081539188
ENSG00000187010.21,RHD,1,25272393,25330445,0.0011631595643438722,STU,0.00237517154016679,0.0012120119758229177
ENSG00000205571.15,SMN2,5,70049638,70078522,0.0011634056054997356,ITU,0.004644779900770611,0.003481374295270875
ENSG00000144015.5,TRIM43,2,95592001,95599778,0.001213976564974137,ESN,0.025149573780907503,0.023935597215933368
ENSG00000229183.10,PGA4,11,61222347,61231694,0.0012667581547556213,ESN,0.002538339502908514,0.0012715813481528927
ENSG00000215354.10,FAM90A24,8,8019988,8022998,0.0013236617779425002,PEL,0.003378913468137902,0.002055251690195402
ENSG00000243480.8,AMY2A,1,103617427,103625780,0.0013238019592268996,CHS,0.00364809136089669,0.0023242894016697905
ENSG00000284234.1,TAF11L5,5,17525235,17525831,0.001425102924100074,ESN,0.0023338460722431443,0.0009087431481430703
ENSG00000183054.13,RGPD6,2,110513802,110610840,0.0014325127334465196,FIN,0.005824111822947,0.004391599089500481
ENSG00000185775.10,SPATA31A6,9,42183659,42189887,0.0014778065129044176,YRI,0.006000424808836024,0.004522618295931606
ENSG00000171241.9,SHCBP1,16,46578591,46621379,0.0014868309260832626,JPT,0.008552874716224065,0.007066043790140802
ENSG00000243716.12,NPIPB5,16,22479121,22536535,0.0015306661036630423,ESN,0.00556940539967114,0.004038739296008098
ENSG00000249437.8,NAIP,5,70968166,71025339,0.0015899936400254398,KHV,0.007836077725419601,0.006246084085394161
ENSG00000185829.19,ARL17A,17,46499780,46579695,0.0016389975679390928,STU,0.09702362037919712,0.09538462281125804
ENSG00000285687.1,FAM90A22,8,7571995,7575006,0.001689010873007495,LWK,0.013737866652522145,0.01204885577951465
ENSG00000278558.6,TMEM191B,22,18527802,18530573,0.001693569727441122,MXL,0.006122664414652169,0.004429094687211047
ENSG00000263513.6,FAM72C,1,143955287,143971986,0.0017452929976729426,BEB,0.0073366409796263065,0.005591347981953364
ENSG00000205456.12,TP53TG3D,16,32253286,32255928,0.0017472335468841002,PEL,0.009478422028064601,0.007731188481180501
ENSG00000205572.11,SERF1B,5,70025251,70043113,0.0017474185861795076,CHS,0.015152315083680904,0.013404896497501395
ENSG00000168283.14,BMI1,10,22321099,22331484,0.0017480665324716602,GIH,0.020848727963686267,0.019100661431214607
ENSG00000183889.12,ENSG00000183889,16,16317444,16350590,0.0017936273475416755,GWD,0.011315342116447089,0.009521714768905414
ENSG00000233024.7,NPIPA9,16,18358086,18379331,0.0017994178354061921,MXL,0.005538477846088616,0.0037390600106824235
ENSG00000269897.5,COMMD3-BMI1,10,22316388,22329542,0.001801038245576862,GIH,0.036208170590098177,0.034407132344521314
ENSG00000244414.8,CFHR1,1,196819731,196837159,0.0019000369451628227,YRI,0.017417162276975363,0.01551712533181254
ENSG00000274933.6,TBC1D3I,17,36253456,36264570,0.0019085993001802565,GBR,0.010089209855564996,0.00818061055538474
ENSG00000233802.8,TRIM49D2,11,89924064,89933063,0.001952918821914916,LWK,0.009202453987730062,0.007249535165815146
ENSG00000238083.10,LRRC37A2,17,46511508,46556910,0.0019562229036692398,STU,0.12636373265543904,0.1244075097517698
ENSG00000077327.16,SPAG6,10,22345445,22454224,0.0019566367001586462,ITU,0.34116466923604877,0.3392080325358901
ENSG00000121988.18,ZRANB3,2,135136916,135531218,0.0019579827485844315,CEU,0.4043597593159506,0.40240177656736614
ENSG00000121270.16,ABCC11,16,48165773,48247568,0.001962552378931735,CHB,0.259173222110765,0.25721066973183326
ENSG00000144010.11,TRIM43B,2,95477008,95484754,0.0020057004116964,LWK,0.010060894890124437,0.008055194478428037
ENSG00000148444.16,COMMD3,10,22316386,22320306,0.0020161290322580645,FIN,0.09469017206798269,0.09267404303572463
ENSG00000159763.4,PIP,7,143132077,143139739,0.002018699532511687,CDX,0.41585777590208906,0.41383907636957734
ENSG00000229665.8,PRR20C,13,57140918,57157082,0.002059025394646534,MSL,0.0431446474086661,0.041085622014019565
ENSG00000115866.11,DARS1,2,135905881,135986100,0.0020638196539133195,CEU,0.5906274821286736,0.5885636624747602
ENSG00000283378.1,CNTNAP3C,9,61330717,61453030,0.0020640381053188676,MXL,0.007691083647164907,0.005627045541846039
ENSG00000189357.9,SPATA31D4,9,81928428,81934998,0.0020649123735903,PEL,0.0031139494379057372,0.0010490370643154372
ENSG00000279408.3,OR4N4C,15,21651844,21652968,0.0021178588447080004,PEL,0.04009971887763221,0.03798186003292421
ENSG00000260596.5,DUX4,4,190173774,190185942,0.002163017673437088,ACB,0.021940076498087546,0.01977705882465046
ENSG00000285765.1,FAM90A23,8,7579644,7582653,0.0021640451810408527,LWK,0.030439864003399916,0.028275818822359064
ENSG00000204918.3,PRR20B,13,57147488,57150509,0.002217411963465498,MSL,0.0431446474086661,0.040927235445200605
ENSG00000225697.13,SLC26A6,3,48625723,48635493,0.0022248119504184767,GIH,0.08128364826348569,0.07905883631306722
ENSG00000274226.6,TBC1D3H,17,36377531,36388435,0.0022266991835436325,GBR,0.0469684935133704,0.04474179432982677
ENSG00000038358.15,EDC4,16,67873052,67884499,0.002227762159868456,CHB,0.055367887680776946,0.05314012552090849
ENSG00000073969.19,NSF,17,46590669,46757679,0.0022734482393993866,STU,0.1375019854926669,0.1352285372532675
ENSG00000215356.4,ZNF705B,8,7926337,7952413,0.0022766982580611004,PEL,0.02135571610709732,0.01907901784903622
ENSG00000173020.11,GRK2,11,67266473,67286556,0.0022777836635236785,GIH,0.13353100015883942,0.13125321649531574
ENSG00000008300.17,CELSR3,3,48636463,48662886,0.002379190017976102,STU,0.022312910748357007,0.019933720730380904
ENSG00000254229.4,FAM90A12,8,8027636,8030646,0.0023825912002965,PEL,0.012691163976210704,0.010308572775914205
ENSG00000102910.14,LONP2,16,48244300,48363122,0.0023868880284304886,CHB,0.09503194129137849,0.092645053262948
ENSG00000184110.15,EIF3C,16,28688558,28735727,0.002428850520090818,ASW,0.027002700270027002,0.024573849749936184
ENSG00000196993.9,NPIPB9,16,28751787,28772864,0.0024327040033846315,IBS,0.0092966425839354,0.006863938580550769
ENSG00000149476.16,TKFC,11,61333220,61353295,0.002487430537179148,MXL,0.18817261025532814,0.185685179718149
ENSG00000102893.18,PHKB,16,47461123,47701523,0.0024884841425319004,PEL,0.02079594637390478,0.018307462231372883
ENSG00000141084.12,RANBP10,16,67723070,67806560,0.002492971940805177,CHB,0.2763116225060699,0.2738186505652647
ENSG00000275793.1,RIMBP3,22,18605815,18611919,0.002493633276740238,FIN,0.011616188405028377,0.009122555128288138
ENSG00000168701.19,TMEM208,16,67227103,67229278,0.0025416997617156473,CHS,0.10501029512697323,0.10246859536525758
ENSG00000140798.17,ABCC12,16,48080882,48156018,0.002548853016142736,JPT,0.12639248191753338,0.12384362890139065
ENSG00000271383.9,NBPF19,1,149475045,149556361,0.0025862978992927266,LWK,0.053475935828877004,0.05088963792958428
ENSG00000171208.10,NETO2,16,47077703,47143945,0.0026473235558850004,PEL,0.046131109469017204,0.043483785913132206
ENSG00000159761.15,C16orf86,16,67666814,67668757,0.0026520978093672095,CHB,0.04552183567727609,0.04286973786790888
ENSG00000128000.17,ZNF780B,19,40028260,40056231,0.0026528013582342953,FIN,0.12333034158703342,0.12067754022879912
ENSG00000261052.6,SULT1A3,16,30199228,30204310,0.0026905829596412557,ACB,0.012377815554611135,0.00968723259496988
ENSG00000214940.9,NPIPA8,16,18317919,18336736,0.0026918610788556952,ESN,0.024851316907391674,0.022159455828535977
ENSG00000204849.10,SPATA31A1,9,39355669,39361962,0.0026925716699223905,MSL,0.006302298485329944,0.0036097268154075537
ENSG00000198064.15,NPIPB13,16,30222897,30255268,0.002699126753109288,MXL,0.014502762430939226,0.011803635677829938
ENSG00000186788.14,SPATA31D3,9,81943500,81950093,0.002701557368365293,GIH,0.008990427838595378,0.006288870470230084
ENSG00000198075.10,SULT1C4,2,108377911,108388989,0.002705139765554554,CHB,0.6558952426210465,0.653190102855492
ENSG00000100033.17,PRODH,22,18912777,18936553,0.0027433394882616724,ACB,0.011542330703658602,0.008798991215396929
ENSG00000183396.4,TMEM89,3,48620759,48621769,0.0027545290814704948,GIH,0.10023223899503853,0.09747770991356804
ENSG00000124074.12,ENKD1,16,67662945,67667265,0.0027581817217418978,CHB,0.054945634962525074,0.05218745324078317
ENSG00000229859.10,PGA3,11,61203307,61213098,0.0027624309392265192,CDX,0.0405040504050405,0.03774161946581398
ENSG00000205609.13,EIF3CL,16,28379579,28403841,0.0027974242584186634,ESN,0.052205220522052204,0.04940779626363354
ENSG00000115839.20,RAB3GAP1,2,135052289,135176667,0.002804677991215537,CEU,0.4102185157816953,0.4074138377904798
ENSG00000109133.14,TMEM33,4,41935129,41960803,0.002814358538657604,JPT,0.24633167951018684,0.24351732097152923
ENSG00000223417.9,TRIM49D1,11,89911111,89922245,0.002850205848200148,LWK,0.04558011049723757,0.04272990464903742
ENSG00000162144.10,CYB561A3,11,61348754,61362283,0.002865025466893039,FIN,0.26392698881620597,0.2610619633493129
ENSG00000159713.11,TPPP3,16,67389809,67393518,0.002867459643160578,JPT,0.10939232353096458,0.106524863887804
ENSG00000177352.10,CCDC71,3,49162535,49166331,0.002868678283042924,CDX,0.15388686034820342,0.1510181820651605
ENSG00000069764.10,PLA2G10,16,14672548,14694308,0.0029028342217765346,YRI,0.04182771218298301,0.03892487796120647
ENSG00000048991.18,R3HDM1,2,135531455,135725270,0.002910514896544425,CEU,0.500185312648912,0.49727479775236755
ENSG00000197782.15,ZNF780A,19,40069152,40090943,0.0029120559114735,PEL,0.4211498864896257,0.4182378305781522
ENSG00000165832.6,TRUB1,10,114938195,114977676,0.00291498834004664,KHV,0.5648871069845959,0.5619721186445492
ENSG00000171552.14,BCL2L1,20,31664452,31723989,0.0029205607476635513,JPT,0.22320670628183362,0.22028614553417006
ENSG00000185909.15,KLHDC8B,3,49171598,49176486,0.0029218019549511263,CDX,0.18341535693496322,0.1804935549800121
ENSG00000135723.14,FHOD1,16,67229387,67247481,0.002965316388668255,CHS,0.09555989652077504,0.09259458013210678
ENSG00000141098.13,GFOD2,16,67674531,67719339,0.0029703495464912747,CHB,0.20716773989232556,0.20419739034583428
ENSG00000132207.18,SLX1A,16,30193875,30197561,0.0030085506175446006,LWK,0.025067428208789464,0.022058877591244863
ENSG00000169203.18,NPIPB12,16,29483534,29506408,0.0030166710770044985,MXL,0.006850042480883603,0.003833371403879104
ENSG00000163006.12,CCDC138,2,108786757,108885477,0.0030233915026786186,CHB,0.6656106447014097,0.6625872531987311
ENSG00000079432.9,CIC,19,42268537,42295797,0.0030267629566694985,JPT,0.027117031398667935,0.024090268441998436
ENSG00000178467.18,P4HTM,3,48989889,49007153,0.003028049298767531,CDX,0.11070540297401704,0.10767735367524951
ENSG00000270276.3,H4C15,1,149854045,149861159,0.003065863199069669,PJL,0.009065846675856219,0.00599998347678655
ENSG00000076003.5,MCM6,2,135839626,135876443,0.0030692702545377574,CEU,0.8245168122848822,0.8214475420303444
ENSG00000232948.1,DEFB130A,8,12310962,12318316,0.003071220545406407,CHS,0.046866716148870745,0.04379549560346434
ENSG00000122882.11,ECD,10,73130155,73169055,0.0030717085054549308,TSI,0.44515992821703787,0.44208821971158296
ENSG00000167987.11,VPS37C,11,61130257,61161615,0.0030798640611724723,JPT,0.6458829128986197,0.6428030488374472
ENSG00000178252.19,WDR6,3,49007062,49015953,0.003081172970675733,CDX,0.059903688416150715,0.05682251544547498
ENSG00000273756.5,GOLGA6L26,15,23324535,23334196,0.0031141137971075687,ESN,0.023772965531847302,0.020658851734739733
ENSG00000072041.18,SLC6A15,12,84859491,84913629,0.0031241726237754832,CHS,0.5427003061332207,0.5395761335094452
ENSG00000175463.12,TBC1D10C,11,67403915,67410089,0.0031253310732069074,GIH,0.2371351665171267,0.23400983544391982
ENSG00000117616.18,RSRP1,1,25242249,25338213,0.0031269874920500317,KHV,0.033991343819275835,0.030864356327225805
ENSG00000233917.9,POTEB,15,21846329,21877735,0.003166895386889053,LWK,0.041949872557349194,0.03878297717046014
ENSG00000115850.10,LCT,2,135787850,135837184,0.0031751071598666455,CEU,0.8370135027799841,0.8338383956201174
ENSG00000010256.12,UQCRC1,3,48599002,48610976,0.003178302786312109,GIH,0.02877888488446046,0.02560058209814835
ENSG00000106258.16,CYP3A5,7,99648194,99679996,0.003180998833633761,GBR,0.16510081283648265,0.16191981400284888
ENSG00000196873.16,ZNG1C,9,68232003,68300035,0.0032196769766705373,LWK,0.02351072279586974,0.020291045819199202
ENSG00000168496.4,FEN1,11,61792911,61797238,0.0032196769766705373,ESN,0.10765067911714771,0.10443100214047717
ENSG00000144224.17,UBXN4,2,135741734,135785056,0.0032280256125310895,CEU,0.8333598093725179,0.8301317837599868
ENSG00000188038.8,NRN1L,16,67884885,67888855,0.0032355593274279956,CHB,0.15733361482028818,0.15409805549286018
ENSG00000160870.15,CYP3A7,7,99705036,99735196,0.0032870321280882198,GBR,0.25005275374551594,0.2467657216174277
ENSG00000095970.17,TREM2,6,41158506,41163186,0.003289473684210526,FIN,0.03170500105507491,0.028415527370864387
ENSG00000183474.16,GTF2H2C,5,69560191,69595221,0.003335980937251787,CHS,0.0527346852332292,0.04939870429597742
ENSG00000172531.16,PPP1CA,11,67398181,67421183,0.0033372179256277146,GIH,0.387290863989022,0.3839536460633943
ENSG00000282301.4,CYP3A7-CYP3A51P,7,99684957,99735102,0.003340048775315449,GBR,0.29573524754565605,0.2923951987703406
ENSG00000149532.16,CPSF7,11,61402641,61430031,0.0033453695836873406,JPT,0.20806077231483436,0.20471540273114702
ENSG00000172046.21,USP19,3,49108046,49120938,0.0033467913302167446,CDX,0.06042792077110475,0.05708112944088801
ENSG00000186645.11,SPDYE17,7,77022306,77032361,0.00337802174601499,ESN,0.07001538216729433,0.06663736042127934
ENSG00000159714.12,ZDHHC1,16,67394152,67416833,0.0033889330156208633,CHS,0.15279024338736075,0.14940131037173987
ENSG00000135960.10,EDAR,2,108894471,108989372,0.003394685195990028,CHB,0.616533023844693,0.6131383386487029
ENSG00000103226.19,NOMO3,16,16232506,16300806,0.003440063508864779,MXL,0.01594110793348162,0.012501044424616843
ENSG00000129152.4,MYOD1,11,17719571,17722136,0.003441885093989939,CHS,0.3088841882601798,0.30544230316618987
ENSG00000111845.5,PAK1IP1,6,10694972,10709782,0.003448641765704584,FIN,0.519660104502032,0.5162114627363275
ENSG00000179468.6,OR9A2,7,143026200,143027132,0.003451571792693288,JPT,0.1254024383807463,0.12195086658805301
ENSG00000131467.12,PSME3,17,42824385,42843760,0.0034953924372418178,TSI,0.1608782856539639,0.15738289321672208
ENSG00000144036.16,EXOC6B,2,72175984,72826041,0.0034979860080559676,KHV,0.15988172553989122,0.15638373953183524
ENSG00000115325.14,DOK1,2,74549026,74557551,0.003499098716997137,GBR,0.16092075392006758,0.15742165520307044
ENSG00000166321.14,NUDT13,10,73110375,73131828,0.003543286265799355,IBS,0.36577641718568565,0.3622331309198863
ENSG00000270882.3,H4C14,1,149832657,149839767,0.003543473661942035,BEB,0.02958141503942425,0.026037941377482214
ENSG00000214510.10,SPINK13,5,148268180,148286255,0.0035483529287151784,TSI,0.8300960624934023,0.8265477095646871
ENSG00000178149.17,DALRD3,3,49015488,49022293,0.003550985796056816,KHV,0.04990210086257078,0.04635111506651396
ENSG00000167992.14,VWCE,11,61258286,61295316,0.003554753820033956,FIN,0.3028592530069635,0.29930449918692953
ENSG00000102981.10,PARD6A,16,67660946,67662774,0.0035577740016992355,JPT,0.05309827932017312,0.049540505318473885
ENSG00000166902.5,MRPL16,11,59806140,59810778,0.0036013134201885394,TSI,0.1391322706639924,0.13553095724380385
ENSG00000187049.11,TMEM216,11,61392393,61398866,0.003610875106202209,JPT,0.34669761553070266,0.34308674042450044
ENSG00000105737.10,GRIK5,19,41998321,42070206,0.0036428910828361755,MSL,0.02478157267672756,0.021138681593891387
ENSG00000115942.9,ORC2,2,200908977,200963680,0.0036533065071213005,PEL,0.1993036505591897,0.19565034405206838
ENSG00000111911.7,HINT3,6,125956770,125980244,0.003659894976926749,CHB,0.1717171717171717,0.16805727674024495
ENSG00000137434.12,C6orf52,6,10671418,10694797,0.0036608658743633275,FIN,0.620256504987597,0.6165956391132337
ENSG00000165338.17,HECTD2,10,91409280,91514829,0.0037017451084082496,ITU,0.287659664309089,0.28395791920068075
ENSG00000136451.9,VEZF1,17,57971547,57988259,0.0037062529782390004,PEL,0.2932390352034623,0.2895327822252233
ENSG00000178057.15,NDUFAF3,3,49020459,49023495,0.0037099851600593597,KHV,0.03656665079113087,0.03285666563107151
ENSG00000066651.20,TRMT11,6,125986479,126203817,0.0037129369331140934,CHB,0.1706879256639037,0.16697498873078961
ENSG00000167986.15,DDB1,11,61299451,61342596,0.0037139219015280135,FIN,0.26004958852078497,0.25633566661925694
ENSG00000172037.14,LAMB2,3,49121114,49133118,0.0037186570335741606,CDX,0.037919711894926385,0.03420105486135223
ENSG00000105722.11,ERF,19,42247569,42255128,0.003748482128715485,MSL,0.06769784934844793,0.06394936721973245
ENSG00000112208.11,BAG2,6,57172326,57189833,0.0037538331394734057,STU,0.06281833616298811,0.05906450302351471
ENSG00000131471.7,AOC3,17,42851184,42858130,0.003760194894608622,TSI,0.23588092473345298,0.23212072983884435
ENSG00000161791.14,FMNL3,12,49636499,49708165,0.0037659788893014373,CHB,0.18298928250884325,0.1792233036195418
ENSG00000197037.11,ZSCAN25,7,99616946,99632408,0.0037669779286926995,FIN,0.18361745922837389,0.17985048129968118
ENSG00000213648.11,SULT1A4,16,29459913,29464966,0.003800274464266864,LWK,0.010126179620400806,0.006325905156133942
ENSG00000136541.15,ERMN,2,157318631,157327713,0.0038077106139933364,IBS,0.10408529504908688,0.10027758443509355
ENSG00000115318.12,LOXL3,2,74532258,74555690,0.003817198600360513,GBR,0.11002586980624043,0.10620867120587991
ENSG00000115042.10,FAHD2A,2,95402708,95416616,0.003853056054048348,ESN,0.12310054534865252,0.11924748929460417
ENSG00000175482.9,POLD4,11,67350772,67356972,0.0038595749180501218,STU,0.1669402234341081,0.163080648516058
ENSG00000203877.9,RIPPLY2,6,83853360,83857515,0.0038605954836321327,IBS,0.3578063971286815,0.35394580164504935
ENSG00000176695.8,OR4F17,19,107104,117102,0.0039068686975344494,MSL,0.04274817247589787,0.03884130377836342
ENSG00000175130.7,MARCKSL1,1,32333839,32336233,0.003911618564330268,PJL,0.02138218679056016,0.01747056822622989
ENSG00000114270.18,COL7A1,3,48564073,48595329,0.0039124458073384796,STU,0.024750900996396014,0.020838455189057532
ENSG00000129636.13,ITFG1,16,47154387,47464149,0.003918038862709801,PEL,0.033674654280586934,0.029756615417877132
ENSG00000172932.16,ANKRD13D,11,67289300,67302485,0.0039199067697849345,GIH,0.32080650269186106,0.31688659592207613
ENSG00000156650.14,KAT6B,10,74824927,75032624,0.003926146010186757,FIN,0.2149354770467527,0.21100933103656594
ENSG00000060642.12,PIGV,1,26787054,26800659,0.003958619233611316,LWK,0.06929275792598875,0.06533413869237743
ENSG00000244731.10,C4A,6,31982057,32002681,0.003959664220474104,MSL,0.053582785668857325,0.04962312144838322
ENSG00000147475.17,ERLIN2,8,37736601,37758422,0.00396008236971329,PUR,0.014614773629864972,0.010654691260151682
ENSG00000172830.13,SSH3,11,67303478,67312607,0.0040194626613073835,BEB,0.25874940435219995,0.2547299416908926
ENSG00000160868.16,CYP3A4,7,99756960,99784248,0.004021802402497751,CEU,0.150102918667863,0.14608111626536524
ENSG00000215784.6,FAM72D,1,145095974,145112696,0.004022228102672665,MXL,0.019488105352591333,0.015465877249918668
ENSG00000151876.13,FBXO4,5,41925254,41941743,0.004024357956049775,CHS,0.08831471382432361,0.08429035586827384
ENSG00000153201.17,RANBP2,2,108719482,108785810,0.004031188670238158,CHB,0.757854163366598,0.75382297469636
ENSG00000167619.13,TMEM145,19,42313309,42325064,0.004032258064516129,FIN,0.0491274457958752,0.045095187731359065
ENSG00000147535.17,PLPP5,8,38263130,38269243,0.004064182413174285,ESN,0.17026136846578835,0.16619718605261408
ENSG00000112276.14,BVES,6,105096822,105137157,0.004076878276062901,PEL,0.8780423420093976,0.8739654637333347
ENSG00000167985.8,SDHAF2,11,61430042,61446839,0.0040887850467289715,JPT,0.4676619539987339,0.4635731689520049
ENSG00000214967.6,NPIPA7,16,16379140,16393972,0.004118050789293068,MSL,0.06635949581612118,0.06224144502682811
ENSG00000149483.13,TMEM138,11,61361964,61377890,0.004128076210637735,MXL,0.3696454948301329,0.3655174186194952
ENSG00000068097.16,HEATR6,17,60041008,60078922,0.004131793622205742,GIH,0.1502426672293733,0.14611087360716754
ENSG00000083720.13,OXCT1,5,41730065,41870425,0.004133983464066144,KHV,0.15043032895084218,0.14629634548677603
ENSG00000149485.19,FADS1,11,61799627,61829318,0.004177683765203596,ITU,0.22654923599320884,0.22237155222800525
ENSG00000078668.14,VDAC3,8,42391624,42405937,0.004177904701464911,IBS,0.20885908874927406,0.20468118404780913
ENSG00000140992.19,PDPK1,16,2537979,2603188,0.0041869832520669914,KHV,0.09025651852633801,0.08606953527427101
ENSG00000102898.13,NUTF2,16,67846882,67872567,0.004190314538800191,CHB,0.21814631056687428,0.21395599602807408
ENSG00000009780.16,FAM76A,1,27725961,27763116,0.004191426146010186,FIN,0.6196610527427274,0.6154696265967172
ENSG00000180509.13,KCNE1,21,34446688,34512214,0.00422029964127453,GWD,0.05310531053105311,0.04888501088977858
ENSG00000188848.17,BEND4,4,42110853,42152878,0.0042433564949875355,CHB,0.45766288578211556,0.45341952928712803
ENSG00000164920.10,OSR2,8,98944403,98952104,0.004281636536631779,PJL,0.04991248077229088,0.0456308442356591
ENSG00000115267.10,IFIH1,2,162267074,162318684,0.004283674440742504,IBS,0.3260443691427966,0.3217606947020541
ENSG00000116096.7,SPR,2,72887382,72892158,0.004289118347895155,CHS,0.0389156562715095,0.03462653792361435
ENSG00000178896.9,EXOSC4,8,144078648,144080648,0.004301189464740867,JPT,0.22235710138808254,0.21805591192334167
ENSG00000178035.13,IMPDH2,3,49024325,49029447,0.0043030174245643855,CDX,0.04122347462560195,0.036920457201037565
ENSG00000233295.3,FAM90A20,8,7295014,7298024,0.0043280903620817055,ESN,0.06244694397283532,0.05811885361075361
