key,YRI,LWK,GWD,MSL,ESN,ACB,ASW,CEU,TSI,FIN,GBR,IBS,GIH,PJL,BEB,STU,ITU,CHB,JPT,CHS,CDX,KHV,MXL,PUR,CLM,PEL
rs149580409,255.15882000000002,242.28572,266.84118,282.59398000000004,272.65597,248.57698000000002,247.35608000000002,143.30379000000002,130.63398,115.79178,118.17384,150.76056,158.15324,165.51866,144.22425,163.35294,166.01659,67.71731999999999,56.03786,49.35191,46.37361,54.907149999999994,112.65485000000001,158.27388,134.89437,61.776379999999996
rs73087274,155.98578,157.20842,90.06587999999999,74.33744,145.49619,139.14983,139.9598,61.22595999999999,54.71256,58.78561,62.09654000000001,63.22464,62.89752000000001,51.588100000000004,73.50543,46.67318,64.06215999999999,142.20904000000002,116.38831,120.93261,140.98436999999998,108.36227000000001,153.92852,108.88456,117.5515,147.40352
rs634382,91.60578,91.43874000000001,92.15968000000001,92.05237999999999,96.03843,93.34172,106.89689999999999,65.65484,84.98653,60.60970999999999,64.48875,75.36780999999999,69.76443,61.51393,53.64681,67.34264,64.92781,51.812270000000005,48.10752,49.635239999999996,47.31756000000001,46.88923,66.68839999999999,89.15296,67.02161,52.36704
rs151323183,279.39064,327.59618,299.81069999999994,289.40984999999995,297.02032,296.27125,326.63367,124.34416999999998,141.19288,113.61127,123.81057,139.96386,242.89936,254.88941000000003,213.77002,200.66259999999997,215.39083000000002,49.56941,65.51941,47.25028,61.38720000000001,60.303760000000004,118.73237999999999,160.81196,136.97599000000002,141.18186000000003
rs2553450,98.06495000000001,110.142,149.28707,137.32138,91.28678,118.95278,138.77718,119.89934,130.17520000000002,64.57314,129.16194,148.11344,65.90917,109.37495000000001,79.25091,87.23635,76.72907,50.13317,61.38343,66.30154,47.841300000000004,68.38171,82.62883000000001,125.94671,109.39206,51.510090000000005
rs10751199,258.80933999999996,271.21612,241.81882000000002,235.46520999999998,266.18868,224.28658000000001,210.25725,49.043639999999996,49.544470000000004,48.17654,48.56282,48.458709999999996,86.41768,88.77277000000001,95.67737999999999,104.29037999999998,80.55417,161.33077,92.10081,118.14136,90.364,99.47087,90.89672999999999,125.14891999999999,106.62372,75.75119000000001
rs141046636,107.13702,132.29684,101.83553,111.6935,102.82443,105.49822999999999,89.93364,81.19100999999999,75.25384,78.77502,78.6132,74.182,81.15679000000002,74.95687999999998,82.35536,65.95035,72.86337,53.85415999999999,48.70434,52.10691,54.665,50.58963,133.32488999999998,68.87558,84.02837000000001,134.48721
rs150357968,254.04637999999997,238.06332,250.20707000000002,285.48818,248.22259999999997,203.87290000000002,260.55398,103.77012,99.54453,94.018,107.06945000000002,114.30031,144.67200999999997,193.23686,151.6033,137.08445,157.04718,48.74088,51.729330000000004,58.31175,66.51672,62.440479999999994,121.14808000000002,111.35100999999999,93.93564,75.32953
rs112579976,333.81407,319.56694999999996,353.73359,315.11864,305.31228999999996,340.67344,348.00174,69.05537999999999,68.91734,108.53598,49.409330000000004,57.24107,151.64070999999998,118.33044,133.73436999999998,142.64694,140.20717,68.16044000000001,79.60877,61.53481,84.15423,96.79156,96.64627,132.89858999999998,93.20425999999999,119.33065
rs41444548,202.07403,211.96448,226.90673,221.62554,188.37529999999998,232.03450999999998,237.10632,247.51674,307.88836,146.66924000000003,248.95601000000002,296.60242999999997,116.23229,136.70020000000002,97.33444,102.5179,96.87711,50.6775,64.66536,54.57568,65.53941999999999,54.51043,197.27626999999998,247.48194,233.80786,118.20312999999999
rs12904134,175.01384,198.31620999999998,204.24091,213.30399000000003,206.78884999999997,213.75059,171.11159999999998,55.21803,59.178560000000004,63.90353,59.66663,80.24270999999999,139.15359999999998,166.60761000000002,163.83695,153.90734999999998,157.13621,203.05133,192.73197,210.87001999999998,206.60586,226.58918,148.65168,120.38364,137.01601,74.78491
rs11065822,370.15281,366.60756,359.34393,366.15371000000005,347.45248000000004,353.17127999999997,355.48780000000005,77.20031999999999,55.71683,78.28666,70.01441,74.28929999999998,155.10215000000002,183.20401999999999,177.79233000000002,180.08188,193.49728,149.52574,166.93647,135.64025,171.09216999999998,163.41297,178.10175999999998,125.10397,150.83363999999997,110.54365
rs111959859,297.79288,256.45164,293.5351,301.34538,274.20254,244.22089,255.64428,71.70511,78.73442,55.98392,75.77207,83.31381,62.855760000000004,61.731139999999996,73.86126,67.37019000000001,61.20044,114.28058999999999,100.68452,116.46777,124.40159,126.01225,60.87070999999999,88.47697,92.79304,59.69214999999999
rs2424995,363.631,439.18180000000007,376.5099,408.17035999999996,343.60911,396.42884,322.47449,97.15522,92.86293,103.88322,91.61506,89.02652,74.46445999999999,81.08748,67.65468000000001,57.27007,67.92844000000001,71.39133,81.21508,77.49641,61.03775,78.54939999999999,59.345310000000005,110.91978,106.27687999999999,61.71374
rs62007493,222.56108,214.55476,196.93262,202.84079,217.98952,191.54732,186.09474000000003,66.28269,101.67748,58.90016,61.39416,98.08902,175.36648000000002,154.21098,173.18509999999998,163.41152,167.43759,204.06226999999998,200.35897,214.21400999999997,224.11141999999998,211.01154,167.55938999999998,144.70797,143.09933999999998,194.64104
rs59007786,258.30387,270.70166000000006,277.82812,253.54758,280.14696000000004,252.21097,284.48419999999993,231.41536000000002,248.97080000000003,207.70699000000002,241.33277999999999,212.31886000000003,173.043,250.05308000000002,247.09798,206.88339,187.66857000000002,60.07959,106.15044,68.07895,101.34746,78.71122,262.7951,276.46193,259.61351,248.91425
rs35758692,295.94906,315.45765,269.69797000000005,270.37599,291.19044999999994,342.53408,313.83655000000005,243.13455000000002,228.50173,234.68366,251.61995,226.17795999999998,259.46909,293.65574,244.37198,249.61025,249.24978,153.3375,114.09325,167.30970000000002,193.61821,192.82564,140.37827,253.87151,181.6705,60.47776
2:136608646,348.62669,360.67358,340.56294999999994,349.39461,348.89436,332.46296,315.56726999999995,61.38082,185.59709999999998,94.27059,91.47006,148.01948000000002,253.49074,218.43931,288.43776999999994,321.55722000000003,273.39401999999995,206.75753,207.73715,259.03641000000005,254.47094,248.994,170.23957000000001,138.56258000000003,176.66974000000002,154.89654000000002
rs149128906,142.47207,154.29073,82.01403,76.10064,146.30819,134.23172,113.43002,64.62795,70.00049,74.01931,72.12329000000001,74.33599000000001,73.94100999999999,64.8382,78.74515,62.59708,77.73188999999999,129.38785,121.38385,118.24575999999999,126.06068,113.912,144.77554,98.31,125.22084,126.00761
rs72651554,219.41138999999998,248.05613999999997,217.13779,202.33850999999999,208.97690000000003,170.44604999999999,194.07263999999998,130.72127,123.89177000000001,128.05095,124.55441999999998,141.16300999999999,106.70579000000001,117.09504000000001,99.69765,122.46497000000001,116.83404,73.50717,62.996120000000005,62.60171999999999,63.03556,66.72494,116.63452000000001,136.08888000000002,133.05490000000003,84.00864999999999
rs12146727,280.71246,288.48909999999995,295.47665,300.66098000000005,271.8692,291.55904,297.55421,193.70898,215.43259,202.04155,202.49684999999997,203.21982,245.55431,222.75683,235.05109,253.49915000000001,253.51365,204.37402,212.00972,206.01803,200.91519,225.37669,145.19169,221.38223000000002,137.94951999999998,63.921510000000005
rs79543903,376.60501999999997,390.13091000000003,361.369,376.92402,371.07617,342.47666000000004,340.37619,86.86573,64.05317,134.05917,85.60654999999998,81.33514,148.49972,131.66609,154.28435,148.79378,101.49478,195.28136,242.10824,157.58774000000003,161.94325,164.46364,127.12063,146.63212,134.05047,160.85517
rs34645606,243.74558000000002,254.45266999999998,225.87317,224.67054000000002,257.06962999999996,249.48323000000002,265.21369999999996,209.67290000000003,230.35976,195.43970000000002,222.75799,243.79719999999998,210.91439,209.80166,197.99025,209.12828,161.80840000000003,77.56427000000001,76.58204,76.66672,100.06566000000001,94.40137999999999,166.54990000000004,223.19589,172.81042,64.66768
2:27399646,302.63356,292.19037,271.68505000000005,308.07686,278.02967,270.56217,274.31448000000006,172.32350999999997,142.52398000000002,170.90947,149.20383999999999,160.97145999999998,184.24106,152.07252,164.26905,169.80457,181.41936,68.54063,65.29495,83.33439999999999,84.45322,103.99139,154.55375999999998,198.57488999999998,165.47284,141.36369
rs74237290,256.90288,273.43462,267.09899,279.03394000000003,258.95259999999996,288.04163,270.14833999999996,79.19378,90.68329000000001,94.85087999999999,94.99994000000001,112.57916,91.51907,95.53295999999999,111.29939,115.27964,103.50041999999999,127.57795999999999,100.95741000000001,138.47529,151.4003,147.96206,90.40924000000001,115.2286,95.76061,65.34135
5:33951693,457.59419,441.50208999999995,441.04301999999996,457.34247000000005,441.46671000000003,461.95840000000004,432.69478999999995,70.33167,65.48983,80.91347999999999,77.56281999999999,129.18804,330.94916,352.47934,343.42293,320.86557,321.60303999999996,360.65792,386.52621000000005,354.04244,382.44243,389.22698,271.3095,239.38862000000003,198.47252,246.62325
rs199834630,251.19567999999998,246.59859999999998,230.69934999999998,228.64122,264.69489,223.15123,254.20558999999997,127.88941999999999,146.30413000000001,122.12943999999999,139.15359999999998,149.37291,135.22062,149.60578,132.77476,141.79463,134.71138,67.05177,77.1226,70.40706999999999,80.68670000000002,76.89553,138.29433,174.58145000000002,163.71892,132.61874000000003
rs57440165,166.95126,197.86294,183.98615,178.45237,184.16044,180.39914,202.63141000000002,144.29501,160.19165,146.98795,160.86155,180.90895999999998,143.79621,146.03472,117.67765,115.27181,114.41718,118.38757,127.53243,75.21904,67.15443,101.44112999999999,174.75225999999998,158.85272,143.67557,99.65589
rs709631,269.92765,231.96838999999997,257.61686000000003,287.81919999999997,227.60940000000002,242.24396,235.41939,95.47641,96.40499000000001,104.92026,96.03002000000001,100.86026,90.17898,93.65695000000001,96.35858999999999,98.23199000000001,101.67312999999999,82.35391,77.36300999999999,80.66698,77.76031,80.87462000000001,84.51006,101.08501,99.41026,67.24520000000001
rs71582214,78.17849000000001,92.73329999999999,74.73329000000001,83.16707,85.99747,86.99825999999999,82.86460000000001,96.88001,103.84929000000001,87.42717,97.72652000000001,83.96254,67.49083,70.85077,68.21148,70.71099000000001,70.52162000000001,87.04901,84.06549000000001,95.47670000000001,144.81556,137.76769000000002,100.55199,90.07835,82.9255,68.17697
rs12153255,385.31023999999996,411.33455000000004,387.07344,421.21108000000004,383.63984,402.39153,368.8481,103.39921,119.08473,109.21081,121.37022,88.60370000000002,201.57000999999997,195.12940000000003,189.38276,169.99945000000002,182.86211,187.29331,186.59963,151.99016,171.06143,170.49650999999997,68.30283,149.17165000000003,144.41913,100.09900999999999
rs7779160,103.21825,91.61796,100.19558,103.65383,101.63659,109.21458,103.53435,91.41264,84.06056,102.68291,95.75075,92.93339999999999,85.33453,89.09583,89.10076,96.81795000000001,88.94967,113.77483000000001,82.11669,108.76914,105.79287000000001,95.73016,86.50149,94.42284,104.50004999999999,69.06147
rs11406672,324.89976,379.37219999999996,298.82818,342.80581,346.18721,321.39511,304.66152999999997,326.18765,357.90959,301.79488,295.77969999999993,285.82168,434.52498,392.21311,334.81167,427.50611,389.75419999999997,231.36519,236.466,235.44839,230.44212,259.74111,135.46016,236.10175999999998,239.87987999999999,69.23982
rs117467721,272.03566,299.24201,278.14102999999994,289.57167,259.35396,264.97097,258.02083,117.42999,134.05017999999998,111.32258999999999,117.35604000000001,140.79529,113.37898,121.67356000000001,113.08318000000001,152.01597,127.67916999999998,76.42486,99.62862999999999,90.11054000000001,128.59354000000002,93.09435,92.01874000000001,133.99102,107.70687000000001,69.55302
rs72843998,323.75629,312.35929,290.36946,331.16173000000003,319.96396000000004,324.50594,344.41821000000004,231.38114,255.78435,192.10673,252.2652,239.66325,328.59058999999996,328.10194,307.62533,284.44476000000003,309.05938000000003,69.85925999999999,100.659,107.42557,104.23557,119.44954999999999,148.64066,255.21508000000003,206.64066,90.83206
11:89866997,106.24700999999999,124.63213999999999,126.83469,128.82699,112.89004000000001,84.36245000000001,109.64784,74.54653,85.70312000000001,103.19389,77.33024,71.88259,95.09912000000001,84.12001,90.98866000000001,97.15116,100.39568000000001,80.84794000000001,86.93504000000001,82.26662,88.06545999999999,80.48834,82.87301,82.215,91.53096,80.0574
rs141037074,207.96973,272.21517,248.8693,259.32525,197.64311999999998,200.47729,201.82782,193.31574000000003,195.39909999999998,193.45726,188.65921,187.72831,182.84181,169.64246,154.87073,177.16651,180.36173000000002,79.79756,79.25758,72.56699,72.44547999999999,78.05756,175.59848000000002,208.40618,169.42032,145.85637
rs719161,235.48348000000001,187.85852,221.47503,310.22692,259.84957,247.66290000000004,175.46304999999998,78.84955,96.43399000000001,72.58236,100.97278,110.10459,134.29204000000001,120.25604000000001,108.16884,144.59429,107.4769,158.94059,177.91152,182.66404,154.79272,183.12833,127.92422,117.38707,126.65025,87.59682
rs1522278,348.71108000000004,366.57421,378.88123,355.3399,339.69962,373.20244999999994,391.91992,148.40808,152.40834,195.3092,190.84436000000002,163.13544,334.44569,405.15871000000004,369.59659,384.61018,383.78484,325.12422000000004,256.65144999999995,285.708,308.68789000000004,276.77628999999996,194.33392999999998,220.04968,211.25716999999997,72.91818
