gene_id,gene_name,chr,start,end,min_rank,min_pop,max_rank,rank_range,is_sd
ENSG00000205572.11,SERF1B,5,70025251,70043113,0.0016421231062612,GIH,0.0797529821598226,0.0781108590535614,False
ENSG00000233050.1,DEFB130B,8,12064389,12071747,0.0016421231062612,GIH,0.0161222004553396,0.0144800773490783,False
ENSG00000163823.4,CCR1,3,46201711,46208313,0.0016894567340689,MSL,0.2459893048128342,0.2442998480787652,False
ENSG00000144010.11,TRIM43B,2,95477008,95484754,0.0016894567340689,MSL,0.0486842801927251,0.0469948234586562,False
ENSG00000129048.7,ACKR4,3,132597270,132618967,0.0016903491627489,CLM,0.3058957035785918,0.3042053544158429,False
ENSG00000031691.7,CENPQ,6,49463370,49493107,0.0016935697274411,MXL,0.2564887106984596,0.2547951409710184,False
ENSG00000106819.13,ASPN,9,92456205,92482506,0.0016935697274411,MXL,0.1837462363319423,0.1820526666045012,False
ENSG00000205456.12,TP53TG3D,16,32253286,32255928,0.0016935697274411,MXL,0.0165490903304513,0.0148555206030102,False
ENSG00000144015.5,TRIM43,2,95592001,95599778,0.0017945740525704,ESN,0.0486842801927251,0.0468897061401546,False
ENSG00000184110.15,EIF3C,16,28688558,28735727,0.0017945740525704,ESN,0.4063906390639064,0.4045960650113359,False
ENSG00000183474.16,GTF2H2C,5,69560191,69595221,0.0018246244975671,BEB,0.2459893048128342,0.244164680315267,False
ENSG00000263513.6,FAM72C,1,143955287,143971986,0.0018246244975671,BEB,0.0486842801927251,0.0468596556951579,False
ENSG00000225697.13,SLC26A6,3,48625723,48635493,0.0018268467037331,CHS,0.0371846300010556,0.0353577832973225,False
ENSG00000248144.6,ADH1C,4,99336497,99352746,0.0018268467037331,CHS,0.6126511431437774,0.6108242964400443,False
ENSG00000183396.4,TMEM89,3,48620759,48621769,0.0018268467037331,CHS,0.0797529821598226,0.0779261354560895,False
ENSG00000283378.1,CNTNAP3C,9,61330717,61453030,0.0018480384391995,ASW,0.0486842801927251,0.0468362417535256,False
ENSG00000048405.11,ZNF800,7,127346790,127431924,0.0019874920500318,KHV,0.6695505380882043,0.6675630460381725,False
ENSG00000173064.14,HECTD4,12,112160188,112382439,0.002065459167461,TSI,0.4811669128508124,0.4791014536833513,False
ENSG00000179295.19,PTPN11,12,112418351,112509918,0.002065459167461,TSI,0.4958747620055003,0.4938093028380392,False
ENSG00000292259.1,ENSG00000292259,12,111842237,111842368,0.002065459167461,TSI,0.3161962542864679,0.3141307951190069,False
ENSG00000257767.3,ENSG00000257767,12,111753890,111791418,0.002065459167461,TSI,0.3309445737254072,0.3288791145579461,False
ENSG00000111275.13,ALDH2,12,111766887,111817532,0.002065459167461,TSI,0.371122599704579,0.3690571405371179,False
ENSG00000111300.10,NAA25,12,112026689,112108796,0.002065459167461,TSI,0.5764500976407875,0.5743846384733264,False
ENSG00000198270.13,TMEM116,12,111931282,112013185,0.002065459167461,TSI,0.4811669128508124,0.4791014536833513,False
ENSG00000255339.6,ENSG00000255339,10,100505628,100529881,0.0020847627592758,YRI,0.1211150526817387,0.1190302899224629,False
